#{"t_start": 1655307881.3656092, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-6668.833531,1001,181.838461
-6666.997484,1001,355.330379
-6662.951183,1001,527.441201
-6657.91201,1001,698.93451
-6666.244262,1001,937.405459
-6667.982727,1001,1109.625674
-6666.443593,1001,1277.851783
-6666.593141,1001,1446.174742
-6663.444919,1001,1613.491455
-6664.216296,1001,1846.026903
-6667.694237,1001,2014.392205
-6667.767056,1001,2182.626532
-6662.480738,1001,2352.10203
-6665.748161,1001,2522.453611
-6663.743227,1001,2757.337222
-6661.095089,1001,2924.466561
-6663.004443,1001,3091.295522
-6664.967822,1001,3260.873667
-6668.276451,1001,3428.881278
-6658.84666,1001,3661.230771
-6658.419346,1001,3831.10788
-6654.15808,1001,4002.586605
-6660.8996,1001,4171.549868
-6664.910999,1001,4339.701763
-6661.092082,1001,4573.746888
-6650.269774,1001,4743.971029
-6660.354966,1001,4912.05076
-6650.00833,1001,5081.924294
-6655.530864,1001,5251.415101
-6661.994257,1001,5488.217758
-6648.286032,1001,5654.8932
-6644.595973,1001,5822.315814
-6652.880284,1001,5989.249918
-6640.954937,1001,6156.515333
-6642.294344,1001,6385.195346
-6640.363327,1001,6552.258705
-6640.323268,1001,6719.393728
-6641.632723,1001,6890.307806
-6645.152112,1001,7061.587836
-6640.866912,1001,7295.676543
-6616.975724,1001,7463.489801
-6635.570541,1001,7632.412407
-6623.351241,1001,7802.971465
-6638.299141,1001,7974.169249
-6622.491821,1001,8204.074025
-6609.699344,1001,8374.225233
-6632.882243,1001,8545.097467
-6625.198003,1001,8715.908591
-6614.380938,1001,8884.511748
-6618.893553,1001,9117.91253
-6619.149197,1001,9288.427029
-6610.284053,1001,9460.351424
-6612.308767,1001,9628.786787
-6621.195776,1001,9795.745672
-6619.509806,1001,10029.622736
-6591.447521,1001,10201.738297
-6603.556146,1001,10370.803066
-6606.407378,1001,10538.126867
-6612.020103,1001,10705.919251
-6613.460346,1001,10931.405629
-6596.143434,1001,11099.835872
-6586.349414,1001,11268.455769
-6568.955594,1001,11436.651498
-6590.460481,1001,11604.800308
-6612.235355,1001,11834.442282
-6571.286692,1001,12003.041231
-6575.511872,1001,12170.624312
-6582.520381,1001,12339.251921
-6637.510286,1001,12507.936133
-6576.569721,1001,12739.659033
-6552.825283,1001,12908.519835
-6563.942584,1001,13078.133158
-6556.214006,1001,13246.555719
-6576.171172,1001,13415.159712
-6545.811415,1001,13646.77457
-6553.727325,1001,13815.513423
-6538.644256,1001,13984.477675
-6531.474636,1001,14152.662899
-6541.193282,1001,14320.363209
-6521.083656,1001,14551.01633
-6527.836511,1001,14716.7262
-6551.941261,1001,14883.119526
-6551.259438,1001,15050.618285
-6496.168308,1001,15218.506207
-6529.572613,1001,15443.655078
-6502.807523,1001,15615.628662
-6434.352827,1001,15783.475029
-6506.011317,1001,15951.468158
-6501.14055,1001,16119.384394
-6466.653682,1001,16350.97838
-6484.156935,1001,16522.068515
-6475.582588,1001,16692.496372
-6456.909225,1001,16865.238112
-6436.324568,1001,17037.151961
-6455.836252,1001,17271.707133
-6461.977848,1001,17446.391073
-6407.027661,1001,17620.139084
-6466.803167,1001,17791.314532
-6459.499902,1001,17962.033665
-6452.741701,1001,18205.014681
-6350.082928,1001,18376.273247
-6328.76703,1001,18546.927478
-6345.976118,1001,18718.942898
-6350.867757,1001,18890.597725
