#{"t_start": 1655306811.4270742, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-8214.604541,1001,403.06371
-8233.206785,1001,828.556826
-8231.045988,1001,1208.418788
-8220.540738,1001,1589.904654
-8231.065361,1001,3829.885774
-8226.64923,1001,4214.444118
-8234.369793,1001,4604.88385
-8223.657313,1001,4997.021189
-8220.138842,1001,5385.116206
-8230.078542,1001,7685.063094
-8229.024801,1001,8070.707497
-8234.04756,1001,8472.686952
-8234.764506,1001,8867.86861
-8236.296008,1001,9253.796592
-8231.693834,1001,11266.979239
-8234.411135,1001,11684.22927
-8214.279773,1001,12063.062462
-8235.875243,1001,12437.765902
-8241.058434,1001,12813.393704
-8238.300849,1001,14774.322774
-8233.682021,1001,15154.226189
-8232.70083,1001,15531.135635
-8240.959701,1001,15913.364266
-8242.547524,1001,16297.4697
-8220.123864,1001,18317.131276
-8234.041876,1001,18696.7985
-8235.229757,1001,19081.358194
-8239.635445,1001,19484.77886
-8233.109789,1001,19865.784728
-8246.202957,1001,21922.439629
-8241.602007,1001,22341.966634
-8217.463277,1001,22742.96196
-8244.41232,1001,23127.037979
-8241.50848,1001,23514.107423
-8243.574521,1001,25547.645403
-8237.62782,1001,25935.77048
-8241.071873,1001,26316.207173
-8223.188294,1001,26696.257419
-8235.765035,1001,27078.718444
-8233.235709,1001,29214.872355
-8237.611505,1001,29599.518467
-8206.184718,1001,29981.949499
-8247.015636,1001,30365.637565
-8240.556045,1001,30762.69493
-8232.383418,1001,33137.769184
-8241.140893,1001,33566.235751
-8239.329096,1001,33947.124702
-8215.178546,1001,34332.143081
-8241.95046,1001,34718.868767
-8241.403303,1001,36864.706797
-8222.415351,1001,37241.703971
-8243.085975,1001,37620.697655
-8238.821577,1001,37996.065733
-8251.954667,1001,38373.781467
-8240.644269,1001,40404.996336
-8240.884486,1001,40751.138275
-8247.976938,1001,41090.537333
-8245.394723,1001,41469.31331
-8246.751992,1001,41828.116808
-8220.305901,1001,43749.242046
-8238.54198,1001,44110.720837
-8225.274789,1001,44515.767182
-8214.232567,1001,44932.294024
-8193.781475,1001,45341.917944
-8231.518817,1001,47609.379423
-8238.279586,1001,47998.363895
-8202.720962,1001,48389.502031
-8248.949673,1001,48789.182918
-8232.651169,1001,49191.906477
