#{"t_start": 1655311079.8895297, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-11173.772626,1001,204.267137
-11118.550871,1001,403.665286
-11193.625179,1001,609.172905
-11064.001618,1001,810.270273
-11083.367432,1001,1085.560258
-11368.772306,1001,1285.673183
-11163.846775,1001,1489.533936
-11097.808628,1001,1685.634152
-11280.41144,1001,1879.294889
-11086.80426,1001,2149.653743
-11158.242429,1001,2346.626991
-11147.668079,1001,2540.64187
-11172.762275,1001,2738.626084
-11416.656233,1001,2932.830312
-11426.842041,1001,3206.966302
-11287.323087,1001,3405.528574
-11211.91202,1001,3600.355167
-11155.03098,1001,3794.779158
-11084.17945,1001,3989.393843
-11134.152386,1001,4256.553589
-11166.258707,1001,4454.104052
-11212.115069,1001,4650.254951
-11319.007992,1001,4844.770033
-11174.432147,1001,5036.356223
-11213.321529,1001,5305.173175
-11433.542664,1001,5497.510405
-11236.35161,1001,5688.99838
-11104.92196,1001,5880.99291
-11109.729572,1001,6075.410895
-11269.309363,1001,6342.990541
-11138.355789,1001,6540.875902
-11064.352785,1001,6734.735874
-11179.613361,1001,6925.086564
-11083.091841,1001,7119.261055
-11229.534041,1001,7384.805879
-11164.93588,1001,7579.526407
-11077.565286,1001,7776.499504
-11188.202238,1001,7970.8701
-11326.083588,1001,8167.098897
-11095.735948,1001,8440.354235
-11424.473672,1001,8641.159595
-11076.25339,1001,8837.081399
-11109.807372,1001,9037.473721
-11141.517524,1001,9243.128135
-11454.083873,1001,9518.524043
-11297.867879,1001,9718.234918
-11261.36851,1001,9920.828519
-11164.902719,1001,10120.149199
-11205.42438,1001,10326.854503
-11102.794205,1001,10596.565816
-11194.024642,1001,10798.853962
-11186.260145,1001,11009.559341
-11118.799779,1001,11210.41129
-11396.246313,1001,11413.584152
-11101.056255,1001,11689.915712
-11097.251335,1001,11888.75577
-11173.253761,1001,12093.454109
-11124.182385,1001,12293.361976
-11110.800204,1001,12496.312351
-11122.053544,1001,12772.751534
-11102.710198,1001,12974.598692
-11129.78597,1001,13176.966161
-11114.385489,1001,13376.473118
-11177.357737,1001,13576.412341
-11134.298133,1001,13854.985959
-11129.420985,1001,14058.316155
-11119.52753,1001,14257.768611
-11117.716225,1001,14459.668761
-11105.790106,1001,14659.162463
-11100.272222,1001,14935.199049
-11095.417654,1001,15137.343901
-11095.543167,1001,15344.436349
-11084.661626,1001,15548.206322
-11113.270185,1001,15751.982122
-11081.939568,1001,16191.618728
-11111.45712,1001,16422.720299
-11091.466222,1001,16642.015291
-11119.608175,1001,16857.569618
-11096.70481,1001,17087.383558
-11179.939058,1001,17395.024575
-11083.825084,1001,17626.562766
-11091.095018,1001,17855.661099
-11100.822623,1001,18090.648041
-11096.268453,1001,18310.156351
-11087.07122,1001,18697.613525
-11101.2895,1001,18922.862444
-11114.055479,1001,19138.858961
-11075.380297,1001,19373.587849
-11081.29888,1001,19601.899594
-11089.203349,1001,19956.551827
-11121.231443,1001,20191.807279
-11097.484147,1001,20406.737234
-11111.702984,1001,20621.369796
-11091.411774,1001,20851.831769
-11079.212468,1001,21245.621142
-11101.543839,1001,21473.444522
-11095.103053,1001,21686.110702
-11098.254099,1001,21912.82016
-11112.616038,1001,22140.036799
-11089.807172,1001,22492.22004
-11084.168054,1001,22721.30427
-11106.57432,1001,22946.444119
-11095.075797,1001,23175.471385
-11097.070873,1001,23397.970765
-11091.593929,1001,23767.643129
-11083.275778,1001,23976.336161
-11090.513925,1001,24205.211503
-11088.00914,1001,24413.616093
