#{"t_start": 1655315984.4808943, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-9082.581181,1001,198.633875
-4532.431682,1001,402.956762
-8567.53616,1001,612.763688
-8387.166304,1001,824.767857
-7925.865013,1001,1103.20704
-7052.093764,1001,1296.740803
-6392.853773,1001,1493.266698
-7443.103635,1001,1686.450634
-6200.664249,1001,1875.825386
-7124.118009,1001,2141.199894
-5166.651968,1001,2327.834754
-8902.10621,1001,2515.983714
-6515.6666,1001,2703.036093
-6253.446753,1001,2890.622458
-7828.538876,1001,3152.813372
-7359.506053,1001,3340.636108
-5897.870118,1001,3528.376047
-8039.637738,1001,3716.86265
-8326.503578,1001,3903.312652
-4515.571692,1001,4162.261469
-7716.353506,1001,4352.253207
-7756.663565,1001,4545.538728
-7682.521375,1001,4740.229567
-6650.028865,1001,4932.388609
-7563.815099,1001,5195.455607
-8229.193062,1001,5388.718186
-4.805009,1,5388.894834
-7518.278361,1001,5573.592067
-6895.478216,1001,5767.440324
-5165.695717,1001,5950.014468
-5969.756152,1001,6211.757751
-7700.845237,1001,6400.356544
-8181.746731,1001,6583.557549
-6910.131772,1001,6768.14959
-5687.675723,1001,6953.170962
-8252.716131,1001,7211.10323
-5403.333837,1001,7392.331189
-7087.869944,1001,7575.323667
-6775.267418,1001,7759.199979
-3.904728,1,7759.372633
-7262.870019,1001,7946.474543
-5837.375079,1001,8218.751749
-7570.46951,1001,8408.147599
-6987.168507,1001,8600.52027
-8700.636692,1001,8790.242338
-5562.569601,1001,8982.486542
-7481.490655,1001,9242.013949
-5276.891188,1001,9429.693484
-7208.058216,1001,9621.597622
-6026.973087,1001,9812.985021
-6824.243018,1001,10007.824769
-7490.021632,1001,10273.760366
-4497.789496,1001,10465.814204
-6302.467511,1001,10658.966189
-4521.974685,1001,10851.448171
-1.966955,1,10851.621079
-8883.624389,1001,11042.377131
-3654.599358,1001,11308.605221
-4728.516147,1001,11503.625646
-7651.161706,1001,11697.322349
-5027.097455,1001,11887.558024
-6101.410022,1001,12076.885627
-7972.170067,1001,12339.665715
-5768.210274,1001,12528.770756
-7792.336353,1001,12720.558699
-8139.316613,1001,12910.41633
-5046.079604,1001,13097.68442
-5049.451768,1001,13352.329211
-8948.860602,1001,13533.928078
-7163.341863,1001,13721.002208
-6553.262827,1001,13904.861005
-4.694985,1,13905.047734
-3884.115668,1001,14090.155361
-9074.354232,1001,14351.002382
-6389.439573,1001,14538.105579
-8784.477914,1001,14722.798151
-4948.308749,1001,14909.757226
-5712.402056,1001,15099.459909
-7129.589872,1001,15369.467733
-7586.458126,1001,15560.831468
