#{"t_start": 1655318621.5019405, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-2895.022949,1001,171.227437
-2834.622325,1001,343.688863
-2765.764016,1001,514.482822
-2863.756198,1001,685.548079
-2756.200809,1001,921.922719
-2900.44495,1001,1091.640603
-2832.697399,1001,1260.041668
-2888.395937,1001,1428.561361
-2885.258496,1001,1597.696213
-2861.779225,1001,1831.420968
-2852.635356,1001,2000.277628
-2817.205265,1001,2168.740996
-3020.157795,1001,2337.222416
-2937.654448,1001,2505.503589
-2773.039028,1001,2768.234391
-2863.954946,1001,2936.632729
-2869.583971,1001,3113.655766
-2852.370327,1001,3283.078347
-2873.646816,1001,3460.529524
-2718.9879,1001,3695.229447
-2843.377629,1001,3863.317599
-2766.743756,1001,4031.450251
-2816.175536,1001,4199.820879
-2902.016888,1001,4368.216747
-2873.623888,1001,4602.359011
-2930.86641,1001,4771.134319
-2890.629981,1001,4939.749579
-2812.635508,1001,5108.667819
-2838.611522,1001,5276.904044
-2919.028908,1001,5509.259258
-2790.411289,1001,5677.381943
-2781.480949,1001,5845.964212
-2970.298699,1001,6013.414052
-2827.398932,1001,6181.139426
-2770.741373,1001,6415.747603
-2745.495183,1001,6583.956455
-2865.206268,1001,6752.692884
-2761.230407,1001,6921.530475
-2760.59776,1001,7089.494635
-2750.839652,1001,7337.865229
-2719.859916,1001,7506.218368
-2785.652288,1001,7675.365238
-2823.255365,1001,7844.476039
-2683.68992,1001,8013.17924
-2773.69684,1001,8247.975346
-2741.472842,1001,8415.817851
-2814.683628,1001,8584.122934
-2765.121085,1001,8752.376825
-2634.954302,1001,8920.992965
-2765.862916,1001,9151.691534
-2637.840603,1001,9319.67329
-2672.586255,1001,9488.089247
-2630.237046,1001,9655.97308
-2826.215234,1001,9823.313513
-2757.928303,1001,10054.156849
-2612.662122,1001,10222.615968
-2634.150265,1001,10390.61697
-2570.153254,1001,10558.41255
-2696.164573,1001,10726.291048
-2597.731854,1001,10959.270087
-2625.248791,1001,11127.597909
-2593.152826,1001,11295.86435
-2635.621968,1001,11463.503151
-2629.835038,1001,11631.370992
-2650.563763,1001,11865.423982
-2671.972181,1001,12033.443057
-2626.611987,1001,12201.977434
-2432.668437,1001,12370.196209
-2602.219698,1001,12538.764043
-2422.209013,1001,12764.768739
-2545.336111,1001,12933.312593
-2419.101868,1001,13101.37613
-2522.598871,1001,13269.816828
-2538.520754,1001,13438.157511
-2577.9541,1001,13668.010442
-2401.628012,1001,13835.784728
-2349.260033,1001,14004.474751
-2524.319081,1001,14172.217506
-2577.082233,1001,14340.444611
-2527.726568,1001,14566.762961
-2318.606285,1001,14735.995993
-2437.877053,1001,14903.460129
-2291.427226,1001,15070.824731
-2394.466917,1001,15239.042969
-2346.848711,1001,15467.464583
-2391.166055,1001,15634.556638
-2222.318198,1001,15802.005575
-2284.619489,1001,15968.974884
-2278.970277,1001,16136.922338
-2187.969406,1001,16395.78328
-2180.109813,1001,16560.165096
-2229.147003,1001,16726.019078
-2184.209406,1001,16892.717
-2189.340329,1001,17060.301627
-2354.736866,1001,17285.651254
-2141.98161,1001,17452.856051
-2191.682584,1001,17620.368675
-2059.036088,1001,17788.728278
-2099.691475,1001,17955.623011
-2138.650133,1001,18194.590212
-1992.421445,1001,18364.288059
-1957.180532,1001,18533.883421
-2085.398702,1001,18703.724498
-2015.134792,1001,18873.40004
-2073.828754,1001,19138.558547
-2097.062947,1001,19309.638961
-2035.382369,1001,19479.432504
-1951.024243,1001,19650.760385
-1854.847312,1001,19819.796334
-1961.04139,1001,20055.531996
-1875.74938,1001,20223.226083
-1860.898586,1001,20394.767226
-1934.058665,1001,20563.89115
-1932.331165,1001,20731.780055
-1923.895467,1001,21000.142108
-1844.835691,1001,21170.152654
-1825.823053,1001,21343.005421
-1747.067666,1001,21514.650237
-1877.915119,1001,21683.642473
-1787.280857,1001,21922.507801
-1788.647573,1001,22090.86729
-1877.071798,1001,22260.089919
-1721.893946,1001,22433.339993
-1802.664848,1001,22604.199679
-1626.922236,1001,22842.246417
-1712.263824,1001,23016.085255
-1795.944545,1001,23188.782632
-1680.926893,1001,23359.291935
-1516.021203,1001,23532.094265
-1718.936805,1001,23764.861422
-1684.328035,1001,23935.280195
-1563.358796,1001,24107.160808
