#{"t_start": 1655306721.1255808, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-8231.422943,1001,179.996493
-8226.220296,1001,355.856853
-8235.690561,1001,528.762094
-8223.371083,1001,699.746535
-8230.496148,1001,940.65811
-8230.113639,1001,1112.591717
-8231.323306,1001,1282.417006
-8233.809676,1001,1452.12001
-8233.701638,1001,1620.895308
-8228.988654,1001,1867.90732
-8232.029392,1001,2038.249992
-8223.294283,1001,2207.703366
-8232.872295,1001,2377.113152
-8230.216693,1001,2545.835875
-8222.533717,1001,2785.074851
-8216.910514,1001,2956.84736
-8214.110856,1001,3129.360221
-8234.668812,1001,3299.652075
-8207.462468,1001,3471.802833
-8211.634832,1001,3713.209454
-8206.672683,1001,3885.153961
-8220.806991,1001,4057.467384
-8226.020267,1001,4228.731181
-8232.040038,1001,4400.409066
-8229.064067,1001,4639.092799
-8209.557918,1001,4810.11403
-8191.470842,1001,4983.460643
-8210.001206,1001,5156.500311
-8213.302395,1001,5331.230867
-8200.758806,1001,5568.112743
-8182.330215,1001,5743.352133
-8191.69068,1001,5917.945481
-8213.240028,1001,6090.297264
-8207.663201,1001,6263.067878
-8205.641451,1001,6511.446013
-8170.943731,1001,6683.538338
-8228.7386,1001,6855.547893
-8170.628029,1001,7026.755424
-8167.068149,1001,7200.854248
-8208.975756,1001,7441.282523
-8203.689365,1001,7616.543041
-8227.44982,1001,7789.797745
-8178.621694,1001,7963.953531
-8182.397278,1001,8138.373608
-8229.180782,1001,8397.153915
-8147.45164,1001,8579.835563
-8155.930693,1001,8761.268549
-8218.154555,1001,8944.505832
-8212.850986,1001,9122.415357
-8127.913586,1001,9389.644619
-8167.001094,1001,9572.620306
-8233.18562,1001,9750.381625
-8204.39181,1001,9934.095871
-8233.908035,1001,10115.30645
-8182.889962,1001,10372.72558
-8231.929569,1001,10551.076325
-8142.633164,1001,10733.202259
-8119.358857,1001,10913.620652
-8230.509675,1001,11094.971809
-8209.343414,1001,11348.4399
-8229.597712,1001,11527.131477
-8218.539557,1001,11713.325009
-8115.211577,1001,11898.190946
-8198.806603,1001,12080.788006
-8232.553397,1001,12335.755384
-8143.483795,1001,12517.904792
-8135.710914,1001,12699.192578
-8010.273976,1001,12875.854779
-8144.381822,1001,13056.315103
-8167.939966,1001,13309.589464
-8153.420031,1001,13494.698946
-8229.81138,1001,13672.681045
-8102.319609,1001,13849.278905
-8117.252173,1001,14029.941427
-8116.874474,1001,14283.221149
-8066.585015,1001,14459.146759
-8134.164063,1001,14632.524842
-8013.280395,1001,14802.623945
-8107.101486,1001,14972.691944
-8115.18647,1001,15208.311675
-8142.721736,1001,15386.626411
-8118.296062,1001,15556.235885
-8145.097964,1001,15729.567953
-8136.720731,1001,15902.161475
-8130.994253,1001,16154.770054
-8091.05937,1001,16328.720995
-8117.154304,1001,16498.841653
-8059.270109,1001,16668.384173
-8087.796563,1001,16836.689478
-8079.392351,1001,17095.015337
-8101.861538,1001,17268.930714
-7963.339921,1001,17441.053145
-8117.634698,1001,17613.280092
-8111.827743,1001,17785.645916
-8053.246563,1001,18022.431549
-8065.135627,1001,18194.955832
-8030.350268,1001,18362.330625
-8055.827499,1001,18532.015157
-8070.83488,1001,18700.966054
-8090.348392,1001,18934.871676
-8016.383129,1001,19103.172774
-8061.294803,1001,19275.394134
-7986.477844,1001,19444.23682
-8061.284144,1001,19613.451518
-8058.256311,1001,19845.519532
-7890.341291,1001,20014.11745
-7915.790917,1001,20183.006361
-7988.931412,1001,20350.162239
-8027.126177,1001,20519.146757
-8113.66161,1001,20758.460822
-7812.382906,1001,20927.555763
-7814.585234,1001,21095.306135
-7952.44247,1001,21264.948125
-7934.19418,1001,21432.727958
-7908.552722,1001,21671.756741
-7870.822416,1001,21840.318732
-7923.929119,1001,22008.262514
-7693.169899,1001,22174.868022
-7911.660247,1001,22344.555506
-7781.57883,1001,22578.402586
-7847.663806,1001,22747.829354
-7746.125746,1001,22916.401016
-7751.2134,1001,23083.274972
