#{"t_start": 1655310331.181451, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-11133.607764,1001,200.9003
-11246.84679,1001,403.950048
-11129.871591,1001,608.913774
-11537.844795,1001,811.671594
-11296.075078,1001,1091.53266
-11183.738416,1001,1316.934548
-11170.054593,1001,1545.014588
-11194.624007,1001,1777.642119
-11100.556831,1001,2009.301062
-11088.187602,1001,2334.031142
-11066.873969,1001,2559.18072
-11155.886915,1001,2782.119864
-11139.016356,1001,3006.104797
-11100.369594,1001,3230.462898
-11087.688334,1001,3549.775847
-11149.815817,1001,3767.335394
-11092.239465,1001,3981.458448
-11088.513764,1001,4189.471236
-11103.27053,1001,4395.265709
-11226.205419,1001,4687.795873
-11103.302502,1001,4904.915528
-11082.462719,1001,5129.218093
-11093.053321,1001,5348.965692
-11134.262573,1001,5575.762297
-11171.32299,1001,5894.792625
-11098.633369,1001,6126.457435
-11110.26821,1001,6350.777457
-11098.072819,1001,6567.198047
-11131.631461,1001,6790.018112
-11068.41165,1001,7105.62934
-11185.930098,1001,7335.317821
-11175.400543,1001,7556.662215
-11118.319539,1001,7771.290225
-11162.848033,1001,7986.172183
-11104.693477,1001,8274.774161
-11124.012239,1001,8476.469185
-11092.114897,1001,8676.830494
-11125.996718,1001,8879.604118
-11209.62443,1001,9079.4056
-11096.203321,1001,9331.685398
-11145.704207,1001,9523.864254
-11131.620428,1001,9721.051437
-11094.862587,1001,9916.930805
-11147.026033,1001,10110.288343
-11119.356575,1001,10380.770875
-11337.849227,1001,10575.788059
-11063.223942,1001,10770.974073
-11230.70536,1001,10969.852457
-11397.130933,1001,11164.756948
-11118.40161,1001,11438.764408
-11091.54018,1001,11631.120918
-11152.722717,1001,11822.234015
-11068.116227,1001,12003.018252
-11122.764143,1001,12180.723063
-11252.299923,1001,12423.84018
-11078.597123,1001,12600.770899
-11098.732658,1001,12780.308824
-11115.580598,1001,12960.431983
-11205.191578,1001,13143.676157
-11110.814672,1001,13391.130818
-11190.441047,1001,13567.031413
-11108.693176,1001,13748.052284
-11139.499159,1001,13927.585767
-11182.92901,1001,14108.145384
-11105.242162,1001,14352.747421
-11112.250373,1001,14534.764426
-11128.026375,1001,14716.123546
-11135.086769,1001,14893.46313
