#{"t_start": 1655306721.1498878, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-8213.358941,1001,177.175997
-8236.697983,1001,346.672339
-8229.092818,1001,519.647406
-8234.050498,1001,688.227857
-8229.492851,1001,921.024744
-8227.80787,1001,1091.245685
-8226.939699,1001,1259.82834
-8233.363155,1001,1429.146459
-8229.829539,1001,1599.164276
-8227.988141,1001,1832.027143
-8214.492298,1001,2001.79316
-8222.963116,1001,2172.525313
-8211.606332,1001,2342.05463
-8203.919799,1001,2510.68832
-8213.508146,1001,2742.863575
-8221.120232,1001,2914.229206
-8203.060849,1001,3088.523363
-8199.212636,1001,3264.865691
-8221.458551,1001,3437.138015
-8198.817337,1001,3670.519724
-8205.758782,1001,3841.028015
-8197.494938,1001,4008.370389
-8211.765457,1001,4178.942346
-8215.96005,1001,4349.510443
-8209.381046,1001,4580.210416
-8196.440778,1001,4748.822274
-8195.44397,1001,4917.181948
-8189.929218,1001,5085.292661
-8183.101452,1001,5254.35448
-8187.682971,1001,5486.320446
-8189.355148,1001,5657.888085
-8167.492621,1001,5825.151165
-8195.385046,1001,5992.905798
-8173.441633,1001,6163.556278
-8186.987727,1001,6398.664853
-8172.319332,1001,6569.564797
-8196.550569,1001,6740.712751
-8181.973304,1001,6911.095166
-8182.054397,1001,7082.204829
-8189.180375,1001,7316.35376
-8171.942787,1001,7486.69769
-8187.339551,1001,7657.246149
-8167.407691,1001,7828.661791
-8176.324125,1001,7998.504286
-8182.282732,1001,8234.146413
-8183.402407,1001,8404.586616
-8165.972593,1001,8574.685484
-8138.377485,1001,8744.992953
-8160.735986,1001,8914.625567
-8150.652108,1001,9148.801929
-8171.278934,1001,9317.743615
-8149.596076,1001,9486.043764
-8124.361774,1001,9655.863015
-8137.702423,1001,9826.533128
-8140.685175,1001,10059.196685
-8139.047776,1001,10229.830361
-8173.156091,1001,10401.749788
-8142.464455,1001,10570.348515
-8140.644213,1001,10740.146372
-8132.292022,1001,10974.483793
-8126.00471,1001,11145.678465
-8116.849941,1001,11316.904079
-8109.118477,1001,11487.965621
-8154.274944,1001,11659.797165
-8140.8738,1001,11897.047351
-8073.8416,1001,12066.889462
-8117.372545,1001,12237.660703
-8146.302462,1001,12408.149424
-8101.382744,1001,12579.327995
-8144.722104,1001,12815.460045
-8100.708139,1001,12986.635443
-8122.717944,1001,13157.073497
-8059.52021,1001,13327.996867
-8060.003747,1001,13497.746747
-8036.499511,1001,13732.281681
-8069.469964,1001,13902.66324
-8106.392562,1001,14073.023273
-8022.625466,1001,14243.665703
-8053.715264,1001,14414.731326
-8094.498541,1001,14666.120093
-8063.77865,1001,14836.876048
-8105.92112,1001,15015.861052
-8020.388308,1001,15184.809308
-8103.811271,1001,15361.833914
-8015.855443,1001,15595.510701
-8073.624771,1001,15766.110758
-8096.090744,1001,15936.234838
-8093.506482,1001,16106.778661
-8020.722784,1001,16278.156014
-8042.464423,1001,16512.205657
-8019.705115,1001,16681.650017
-8074.342965,1001,16849.67819
