#{"t_start": 1655324826.873186, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-126.132615,54,28.195525
-116.970106,44,48.31563
-1.531911,1,48.769703
-1.39452,1,49.444567
-204.856966,79,86.367952
-104.101998,46,108.903143
-1.615242,1,109.488964
-46.980322,20,119.046273
-366.636011,170,200.361695
-42.373154,21,209.956809
-1.383672,1,210.354088
-1.072938,1,210.895022
-90.782706,47,232.397838
-367.653695,176,317.463773
-251.145511,103,365.992575
-216.179224,90,408.624602
-163.144422,84,449.883629
-199.787094,89,493.274106
-318.22039,157,567.894992
-1.574471,1,568.33613
-188.332756,77,607.396184
-1.400266,1,607.836835
-156.578794,66,638.555608
-253.391745,125,699.456933
-304.868129,124,758.304941
-1.430456,1,758.907441
-1.668773,1,759.384969
-339.319336,157,835.706775
-49.166942,20,846.029283
-1.523905,1,846.434829
-196.882497,78,884.566612
-113.30239,45,905.153964
-226.545274,120,960.67412
-1.102102,1,961.056695
-255.524223,124,1018.235328
-191.59569,84,1057.621895
-223.065614,119,1113.236416
-83.484936,44,1134.714552
-286.27008,118,1192.221069
-208.434628,108,1243.934256
-368.229677,181,1330.645434
-416.402101,192,1420.953453
-308.77557,155,1498.538985
-101.816416,50,1522.031082
-1.466823,1,1522.377933
-167.245818,75,1558.65421
-225.810451,103,1608.755963
-160.235764,69,1643.062119
-239.311337,105,1692.928344
-176.80009,77,1731.808449
-76.482274,33,1748.869
-239.090932,110,1803.75373
-329.802808,164,1886.154156
-235.917771,105,1939.252258
-233.178292,104,1989.900987
-263.955837,130,2050.475003
-226.36701,101,2099.948123
-207.817245,95,2144.926442
-302.592849,148,2214.52072
-283.530748,128,2274.792496
-110.428562,54,2300.347437
-307.262438,140,2366.64943
-252.45498,127,3876.370834
-188.378783,91,3920.690852
-224.382436,92,3962.752886
-129.65674,52,3989.590341
-277.894806,137,4054.661582
-30.01042,13,4060.737005
-1.545021,1,4061.175769
-140.671524,78,4096.70317
-239.27382,97,4146.692889
-186.708394,84,4189.944023
-1.64652,1,4190.319796
-263.203205,123,4253.389223
-1.27902,1,4254.075563
-336.584786,168,4334.260879
-303.781041,136,4401.080828
-167.197434,85,4441.551744
-338.112951,165,4522.19374
-60.482838,25,4533.589294
-47.633321,22,4544.594111
-348.951493,165,4626.557383
-231.181945,105,4676.0402
-39.86265,21,4685.428256
-329.857481,165,4767.511125
-159.063144,76,4805.395422
-84.561843,44,4827.753895
-207.972312,100,4877.173015
-1.633939,1,4877.588364
-188.276254,78,4913.836959
-88.350598,42,4933.176767
-59.488174,25,4944.751077
-276.059333,107,4997.395708
-127.958899,51,5023.758923
-194.81732,88,5068.355346
-222.893036,100,5114.6148
-240.838229,103,5163.588758
-182.697703,89,5204.665245
-8.919772,4,5206.681969
-141.978254,73,5240.089928
-136.376877,62,5268.848584
