#{"t_start": 1655324826.8874433, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-205.020375,87,43.652233
-110.649122,42,63.387089
-1.561622,1,64.003666
-262.54519,128,124.400697
-157.758764,80,162.765306
-211.747968,109,214.461755
-62.21693,28,227.337249
-259.904912,128,290.660416
-244.257771,115,344.460848
-1.786851,1,344.915453
-231.280179,109,395.914915
-176.096095,77,433.499042
-277.787975,120,491.806872
-1.507406,1,492.377574
-52.069895,27,504.819628
-2.206117,1,505.432662
-223.2148,112,558.041854
-214.054401,94,606.006191
-258.487409,112,659.194434
-406.804906,203,756.221114
-1.425265,1,756.777621
-28.259379,13,763.483747
-42.265194,16,771.576545
-241.471402,100,819.38491
-221.90013,91,864.50051
-213.724796,113,917.799319
-277.663174,118,971.48234
-287.475265,140,1036.633083
-138.295133,77,1072.581934
-174.797923,84,1112.231174
-241.300445,124,1173.480306
-263.104575,120,1230.756666
-272.796802,126,1291.016731
-32.294985,15,1298.425033
-1.119262,1,1298.921942
-69.464078,34,1314.622447
-175.240937,77,1351.962226
-96.407466,41,1371.149508
-228.445909,102,1418.642394
-218.697652,88,1463.483177
-1.686581,1,1464.086873
-1.343314,1,1464.445358
-344.784283,166,1544.28913
-1.409012,1,1544.961616
-100.225188,48,1567.836946
-232.759192,90,1611.320499
-95.277839,48,1635.512177
-205.959319,94,1680.761227
-14.694809,7,1683.874266
-352.154059,170,1769.501749
-1.351532,1,1770.010592
-234.046867,99,1819.378255
-170.350892,81,1860.003883
-225.270322,100,1910.939918
-1.683451,1,1911.493218
-315.666689,166,1992.641808
-262.793192,116,2046.052238
-65.418881,30,2061.417391
-219.647856,89,2104.604674
-1.650711,1,2105.034253
-1.100254,1,2105.464354
-248.805506,98,2151.833592
-220.813585,106,2201.40911
-76.055916,30,2215.866336
-203.825395,101,2263.872345
-125.112635,62,2292.552419
-254.931225,120,2349.223721
-1.10718,1,2349.899536
-130.760108,66,2381.618983
-85.339561,40,2399.736059
-1.636851,1,2400.175958
-141.891842,71,3883.857548
-163.23806,64,3915.285983
-1.294996,1,3915.888238
-163.282083,74,3950.199786
-133.048219,62,3980.541314
-1.555515,1,3981.056418
-96.806447,42,4001.423923
-146.721898,63,4031.092972
-158.000227,78,4067.915867
-372.623331,181,4158.112776
-245.334351,114,4215.904775
-257.228627,121,4276.89906
-148.21735,73,4312.719045
-333.112905,170,4394.119713
-70.31646,29,4408.624225
-1.672116,1,4409.136947
-1.287464,1,4409.693876
-1.096506,1,4410.221239
-135.8883,63,4439.425371
-189.438611,104,4492.378736
-244.746535,108,4542.497145
-128.997009,63,4574.563591
-156.334029,66,4607.400287
-281.529864,136,4671.92016
-108.599605,48,4694.214617
-241.275101,107,4746.803169
-132.648583,70,4781.820452
-96.614925,42,4803.086794
-148.123136,73,4839.540516
-1.924955,1,4840.228835
-234.021108,115,4896.416334
-174.310236,73,4929.90627
-1.350394,1,4930.31949
-227.756148,105,4980.954907
-225.77776,104,5034.626672
-88.539103,39,5053.634787
-32.222365,14,5061.069829
-207.050615,99,5107.394226
-272.824903,140,5172.751427
-42.306126,20,5181.838125
-189.994957,90,5224.377371
-178.218169,88,5264.616642
-222.386336,98,5310.472426
-202.99776,84,5352.818812
-110.455285,48,5374.879676
-170.606408,72,5411.355022
-23.493987,11,5416.913434
-1.845007,1,5417.415094
-102.304178,51,5441.726487
-318.742235,148,5513.560445
-38.071011,17,5521.380626
-131.837979,50,5548.360672
-30.095144,13,5554.762436
-1.257184,1,5555.358685
-57.950129,31,5569.830233
-239.277088,118,5629.819868
-302.952994,131,5695.502375
-288.353944,124,5756.321305
-121.057951,53,5784.894702
-122.052445,50,5807.678111
-12.868913,6,5810.602322
-160.93108,77,5846.786503
-1.126183,1,5847.254278
-252.752834,125,5904.357973
-371.795372,169,5982.782716
-248.990232,111,6036.856047
-1.796004,1,6037.279408
-245.402153,134,6100.758342
-1.105124,1,6101.173221
-119.19333,59,6128.238578
-216.789889,108,6180.921702
-121.634112,52,6207.582864
-288.278343,140,6276.038592
-148.889834,66,7663.635686
-40.723919,17,7670.882863
-1.378864,1,7671.354556
-220.948397,117,7726.80007
-1.795972,1,7727.299237
-193.323657,80,7766.862931
-187.231074,89,7809.458544
-257.652341,121,7866.932984
-160.068741,72,7901.051223
-1.323166,1,7901.564253
-347.466977,167,7980.493289
