#{"t_start": 1655324828.0157166, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-291.438489,145,69.666745
-59.602887,25,81.070667
-81.45635,43,101.682915
-103.357812,57,129.891179
-212.389188,98,176.219701
-1.221724,1,176.593369
-277.077357,118,231.612
-178.114653,74,268.596741
-34.907161,15,276.070448
-1.60222,1,276.60186
-30.262984,13,283.087501
-237.054708,113,336.370624
-239.137866,108,386.794966
-182.887699,90,429.617705
-245.017032,116,486.630089
-82.888515,33,502.171786
-238.994456,109,553.767535
-307.857516,151,627.902201
-241.121581,109,681.29576
-26.636525,12,686.924314
-287.607397,138,752.312555
-36.831742,16,760.452248
-296.081228,135,825.264941
-285.067822,131,889.368135
-1.600194,1,889.730175
-112.776548,63,919.415651
-135.027011,68,950.86538
-262.479342,107,999.756759
-282.723926,142,1065.930842
-1.559718,1,1066.475324
-1.257185,1,1066.944912
-1.255771,1,1067.435574
-60.676457,25,1078.895819
-312.716986,155,1154.83018
-356.27284,152,1227.354002
-1.707134,1,1227.731368
-264.960793,126,1287.924475
-217.878974,110,1340.433957
-237.106357,106,1390.112743
-172.216439,82,1429.653768
-1.510617,1,1430.259696
-88.377964,42,1450.671757
-195.017064,105,1503.068814
-1.248958,1,1503.49029
-193.937051,83,1543.270049
-166.663576,83,1582.981909
-243.566884,107,1635.969473
-111.883343,50,1659.937868
-84.281814,44,1681.056944
-1.599612,1,1681.53115
-1.583822,1,1681.932633
-342.847516,174,1769.325903
-98.812165,40,1789.091517
-107.11443,60,1819.136416
-182.002363,75,1856.843477
-257.395412,110,1912.777362
-132.230606,57,1940.815674
-1.239961,1,1941.199791
-92.840112,41,1960.66837
-6.392639,3,1962.236047
-235.957242,108,2013.859502
-1.458639,1,2014.238898
-1.676557,1,2014.716835
-18.056495,8,2018.289099
-204.725581,100,2066.399838
-1.047393,1,2066.865331
-190.629101,73,2102.570048
-45.406932,24,2114.054332
-130.010139,54,2139.473112
-167.19231,69,2171.701772
-1.614899,1,2172.120108
-1.394681,1,2172.57506
-358.50296,170,2253.070797
-195.536343,89,2294.938758
-380.522612,185,2382.666114
-168.792054,88,3873.955525
-268.048407,130,3936.530213
-9.014044,4,3938.366342
-1.554811,1,3938.816705
-1.322507,1,3939.293125
-169.293098,81,3977.637376
-285.667327,143,4046.675248
-128.492396,63,4075.492567
-1.301927,1,4075.856013
-74.669938,41,4094.485511
-191.946864,77,4134.224195
-144.973107,66,4168.195729
-246.190885,130,4234.016108
-272.977066,125,4296.968977
-38.865643,17,4305.865442
-192.876662,80,4342.830012
-178.151429,74,4378.190135
-12.794007,6,4381.250873
-169.081094,75,4418.276324
-120.784946,53,4443.463662
-324.527565,156,4519.728451
-1.626563,1,4520.131743
-118.459768,54,4545.681976
-82.594777,35,4564.495008
-279.500112,123,4624.574407
-254.664631,119,4680.11182
-178.141343,86,4721.320476
-352.658139,154,4798.615449
-240.305364,121,4859.75319
-208.604548,110,4911.670121
-138.761427,56,4937.571183
-194.873391,95,4983.832051
-223.097079,94,5032.392888
-1.251672,1,5032.893029
-1.718055,1,5033.560822
-125.462165,70,5068.171466
-265.937096,122,5125.353693
-172.586511,76,5160.870277
-231.785263,108,5211.222647
-1.741294,1,5211.731809
-127.186408,59,5238.461122
-13.399453,6,5241.328608
-196.184358,96,5285.846379
-263.246768,124,5346.657465
-263.239127,118,5404.369353
-83.274538,33,5420.059702
-1.252331,1,5420.637886
-365.327394,181,5507.913519
-175.707403,74,5546.728241
-133.070217,69,5580.055344
-87.111124,35,5598.225114
-161.940907,86,5642.176601
-387.822431,178,5730.649492
-178.726973,94,5779.12729
-178.911882,81,5816.278642
-185.550156,77,5852.567851
-158.499238,70,5884.7236
-91.925399,39,5902.1887
-194.902129,87,5942.338914
-1.399325,1,5942.841273
-132.32143,56,5968.989345
-95.4806,43,5989.639324
-224.209667,100,6038.051705
