#{"t_start": 1655324825.736081, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-290.05433,123,61.547993
-293.066678,144,130.832923
-1.290056,1,131.309354
-84.84159,41,149.916577
-261.394222,125,209.711143
-184.567308,93,254.014111
-225.745544,92,299.134307
-34.60737,18,307.314015
-222.667834,108,357.53
-138.60993,55,383.964535
-157.73536,71,416.920462
-293.111836,114,473.401095
-71.815183,40,492.925697
-67.979548,27,505.412343
-165.327469,88,547.448054
-1.789893,1,547.89245
-88.929956,46,570.250018
-188.423323,84,612.08598
-285.371808,137,677.440682
-239.279645,110,730.284197
-1.487056,1,730.787639
-63.638627,34,747.212365
-310.646582,154,821.396994
-236.96882,110,875.25593
-114.4704,55,901.852961
-316.498042,142,967.036277
-85.117639,44,987.901782
-107.465372,47,1008.943178
-254.757921,117,1063.726923
-145.399115,63,1092.970287
-130.084437,55,1119.196115
-74.285375,29,1133.318618
-204.603394,110,1187.37337
-241.112667,129,1248.772429
-1.224035,1,1249.195276
-232.22302,107,1300.969199
-236.91856,101,1349.369058
-1.736535,1,1349.73061
-1.582151,1,1350.168999
-1.129743,1,1350.64845
-204.57981,105,1399.370578
-233.8325,111,1453.353138
-84.623969,40,1474.352136
-414.953787,188,1564.674378
-1.557634,1,1565.310195
-1.118726,1,1565.773072
-226.144949,106,1616.802591
-182.639171,97,1664.557505
-1.653012,1,1665.002535
-174.440753,89,1707.345917
-112.115552,50,1733.450958
-248.555711,116,1791.79498
-358.562857,171,1878.342962
-64.736078,36,1895.435153
-127.564654,69,1930.565637
-54.41874,25,1943.053792
-33.611435,14,1949.709224
-228.468101,98,1997.504873
-164.744967,83,2035.766099
-235.438785,111,2089.114604
-136.835529,66,2121.386275
-118.738459,52,2146.161591
-19.376615,8,2149.729656
-284.385016,140,2215.593004
-1.63864,1,2215.978696
-231.012303,94,2260.921295
-1.448361,1,2261.398405
-143.049904,77,2297.11704
-220.996195,104,2346.132485
-1.227946,1,2346.650789
-190.768584,79,2384.523086
-243.203073,115,3888.572789
-229.084945,97,3935.268459
-349.715235,165,4014.142428
-57.73607,25,4026.45347
-289.134817,131,4087.088578
-122.785699,51,4112.973477
-1.268337,1,4113.5509
-269.894125,132,4180.449042
-1.586403,1,4180.994733
-351.753774,167,4266.863985
-1.607171,1,4267.486221
-47.470347,20,4276.839778
-229.359565,118,4332.490666
-13.644115,6,4335.229239
-352.93273,166,4416.805617
-257.469619,119,4475.865185
-1.574336,1,4476.168327
-221.704292,94,4520.724832
-67.401804,37,4537.741933
-1.354363,1,4538.369442
-277.936203,133,4605.356805
-186.692584,85,4645.732035
-146.779943,69,4677.992457
-118.151439,52,4702.951319
-212.823837,86,4745.115373
-1.313201,1,4745.711046
-197.932883,91,4790.309177
-227.736767,110,4846.57416
-1.633563,1,4847.048525
-237.398062,112,4900.951936
-233.192376,111,4952.180774
-124.355447,53,4978.932369
-217.074661,92,5025.524692
-1.375913,1,5025.952144
-9.475137,4,5027.854912
-19.511304,9,5032.912253
-198.671383,91,5077.565934
-193.888953,79,5114.520504
-1.479824,1,5114.891814
-1.427095,1,5115.459748
-391.7173,192,5205.421881
-37.759442,17,5213.361953
-171.282722,83,5251.610301
-1.171771,1,5252.080412
-264.159402,106,5300.968242
-255.285647,118,5359.841415
-1.546739,1,5360.261853
-21.710238,10,5364.914199
-1.612972,1,5365.248371
-164.657665,81,5405.275368
-175.884272,91,5448.807608
-279.154786,118,5505.639615
-192.063881,90,5552.214635
-63.270663,26,5565.344017
-100.763766,50,5590.077511
-45.029132,19,5599.228085
-193.707608,80,5640.472394
-303.14821,134,5707.162059
-1.663322,1,5707.679757
-307.401935,150,5783.594596
-266.968575,128,5842.716133
-116.771395,46,5864.314406
-177.887866,77,5899.469404
-28.206129,11,5904.479672
-1.465257,1,5904.889967
-163.796316,78,5941.155758
-283.409847,140,6006.867065
-23.508553,10,6011.66518
-255.058973,138,6078.000157
-262.868809,114,6131.20758
-58.385479,26,6145.210751
-280.717444,122,6204.811939
-180.35748,95,6251.670101
-141.083492,69,7641.813779
-188.736204,92,7684.345181
-206.680939,117,7739.378215
-120.983996,53,7766.132995
-95.304672,40,7784.351371
-20.176201,9,7788.73107
-295.960732,127,7850.459315
-1.357836,1,7850.910969
-84.403101,42,7870.441205
-1.381888,1,7871.051056
-111.356734,49,7894.636989
-1.449998,1,7895.106064
-231.607026,102,7943.395965
-220.758915,106,7993.229598
-137.324134,54,8019.374947
-142.828305,63,8051.575956
-152.789597,76,8090.516549
-1.294778,1,8091.062301
-1.444364,1,8091.467403
-123.878892,51,8117.09951
-143.778212,63,8148.556828
-102.877578,41,8169.917686
-222.589785,106,8223.418155
-95.77253,44,8244.348946
-269.262277,108,8294.654063
-245.655456,127,8354.434702
-271.294244,139,8420.95819
-257.896897,114,8473.862939
-71.687033,32,8488.572506
-191.923405,88,8530.969078
-4.98065,2,8531.881073
-12.391578,5,8534.114718
-275.037554,119,8588.567208
-78.395674,37,8606.377848
-1.342964,1,8606.716846
-1.097419,1,8607.196079
-135.217791,64,8636.661738
-395.757714,186,8726.652438
-263.178828,118,8782.647115
-1.639759,1,8783.115773
-194.357631,97,8829.832761
-74.756542,32,8844.848984
-160.641523,80,8881.600749
-212.171611,109,8933.428598
-146.393352,66,8963.631035
-36.658818,17,8971.335067
-229.107398,102,9018.405616
-54.634017,26,9030.29499
-164.569799,74,9066.070451
-1.401976,1,9066.545213
-185.840087,91,9110.149531
-273.7885,128,9170.173086
-230.216073,94,9213.75393
-116.067568,52,9237.82181
-272.265475,137,9300.999326
-15.370834,7,9304.392634
-248.224186,119,9359.750969
-138.208524,75,9395.743548
-214.739054,88,9437.101755
-41.116008,22,9447.217001
-67.261871,27,9461.251796
-187.402031,91,9506.614821
-68.976386,32,9522.512219
-322.911854,154,9597.749859
-1.361667,1,9598.269114
-69.190807,30,9612.187547
-131.651924,60,9641.011138
-1.438435,1,9641.566326
-1.669894,1,9642.003896
-121.312088,67,9674.975186
-196.14218,74,9712.355915
-1.275673,1,9712.810718
-269.067334,115,9768.024474
-125.589167,62,9796.423659
-208.5689,101,9844.378923
-1.296727,1,9844.802592
-237.196181,110,9896.673798
-72.215807,35,9914.419142
-55.145342,25,9926.028345
-46.098473,19,9934.532349
-237.591819,124,9990.879873
-95.76295,41,10009.503228
-256.577073,115,11634.894206
-78.002387,37,11652.161635
-264.596257,131,11715.274801
-1.644238,1,11715.770086
-280.255814,125,11776.307306
-98.616147,43,11796.990639
-238.735047,115,11850.929628
-16.426125,7,11854.106741
-238.974251,123,11913.686158
-218.816601,111,11969.32999
-109.726037,55,11995.467566
-57.860864,26,12007.740276
-279.590497,123,12067.33374
-23.681741,11,12073.368672
-1.262749,1,12073.874681
-244.114803,109,12126.074396
-17.871484,7,12129.396643
-134.838953,67,12161.932198
-186.681206,97,12209.88685
-154.659317,64,12239.831737
-29.006253,13,12246.692047
-201.574251,103,12296.137311
-219.34664,90,12338.938431
-1.515502,1,12339.510471
-93.974184,35,12356.633221
-185.38471,101,12404.649259
-241.281719,104,12455.182326
-50.006915,23,12467.311802
-325.189357,142,12535.088479
-144.811255,56,12562.635023
-198.985699,80,12601.803643
-236.325154,92,12646.752292
-107.112692,44,12668.06374
-1.42083,1,12668.356637
-180.544256,74,12706.165642
-205.339088,98,12754.83143
-270.498599,125,12816.560844
-254.274269,121,12874.615363
-1.061215,1,12875.007929
-1.365789,1,12875.431258
-1.308547,1,12876.095321
-52.568033,24,12887.704895
-289.008548,121,12949.114989
-323.838612,157,13029.033171
-238.31204,119,13088.370012
-258.763935,119,13145.572603
-347.570467,172,13227.88467
-179.016883,95,13273.314133
-260.765431,129,13335.728555
-99.775713,52,13361.689712
-194.316656,80,13399.468534
-171.858617,75,13435.995714
-186.29383,85,13474.98555
-263.732047,141,13543.96436
-192.523078,86,13585.515557
-291.315973,123,13644.190854
-265.850054,134,13710.000612
-73.093364,31,13724.993861
-274.335064,141,13791.51177
-259.318144,118,13849.105244
-1.331798,1,13849.636117
-237.279383,98,13896.194565
-245.309219,129,13959.615083
-305.296281,149,15554.874284
-19.578919,9,15558.778318
-280.690412,142,15626.755358
-106.616297,46,15648.815867
-209.778685,111,15701.363791
-259.716817,136,15766.404351
-272.702219,144,15834.652394
-141.067394,66,15865.415717
-220.622103,100,15913.436649
-1.464802,1,15913.990838
-114.234845,55,15940.1176
-1.732732,1,15940.575864
-75.53693,41,15960.391537
-1.248718,1,15960.988935
-1.607908,1,15961.445757
-1.335641,1,15961.901751
-175.453703,79,15998.634508
-111.481279,51,16023.23283
-169.134812,79,16061.404215
-1.390941,1,16061.809837
-112.828868,52,16086.93024
-1.484769,1,16087.371717
-47.98911,20,16097.615173
-1.420325,1,16097.896627
-103.973648,44,16119.895162
-306.18613,162,16201.445791
-1.61158,1,16201.92292
-168.236256,73,16238.270723
-2.465797,1,16238.729231
-41.114443,19,16247.534967
-189.984504,79,16285.96661
-243.647905,121,16347.41395
-42.310636,18,16356.840481
-93.246797,40,16378.445663
-94.113785,38,16397.539151
-184.850483,85,16440.687235
-174.987729,78,16478.84996
-177.99308,76,16515.292964
-228.427905,101,16563.594191
-186.287877,98,16612.230185
-172.456178,92,16655.448959
-192.177437,80,16694.192764
-149.607178,59,16723.493101
-223.463223,113,16777.758128
-1.342566,1,16778.196831
-236.227492,108,16829.669729
-194.101047,95,16875.406796
-78.584112,37,16893.908022
-92.553306,40,16913.329552
-311.959609,149,16983.95382
-268.280408,123,17045.83499
-187.110062,81,17083.223424
-126.947338,55,17110.101588
-102.418979,46,17131.552796
-111.293001,52,17156.435599
-121.743234,56,17185.053865
-174.769394,90,17228.0167
-60.169063,26,17240.095564
-367.682844,175,17323.90993
-188.476042,94,17370.672962
-49.126938,23,17380.768426
-1.339319,1,17381.246429
-197.931237,84,17420.331975
-161.647105,74,17454.891336
-159.500878,89,17499.779829
-1.462652,1,17500.502048
-119.85917,54,17527.864722
-261.77795,127,17589.092438
-1.50416,1,17589.743519
-1.372889,1,17590.155981
-189.147384,92,17635.733086
-95.469542,46,17658.41151
-118.763066,56,17686.79839
-1.602918,1,17687.259324
-69.824589,32,17702.689109
-1.5196,1,17703.174995
-190.832717,85,17745.780004
-129.314374,70,17777.898825
-242.25885,104,17829.325654
-61.164387,26,17842.086828
-220.266544,97,17891.925447
-244.936451,119,17949.754915
-175.861004,85,19529.055304
-217.171845,96,19575.550172
-1.357953,1,19575.949887
-128.674282,73,19610.700886
-211.039048,83,19649.673772
-200.146986,89,19694.409858
-363.629754,187,19783.398407
-256.605029,126,19846.41188
-352.259882,178,19933.700646
-235.65532,102,19981.689111
-323.015876,142,20049.553188
-278.042663,133,20112.23027
-1.030188,1,20112.796697
-9.281425,4,20114.655671
-1.682284,1,20115.065292
-221.272814,107,20165.030168
-234.371639,121,20222.926223
-95.81329,43,20244.184455
-210.54637,89,20285.579711
-126.612752,69,20320.452101
-277.925154,131,20382.595857
-20.979789,9,20386.516605
-79.280222,36,20402.977106
-146.040279,64,20433.353754
-94.783935,40,20451.484364
-110.018725,56,20479.565944
-148.238801,62,20510.697523
-205.125857,89,20555.316932
-80.682437,37,20574.586745
-378.52505,181,20666.69403
-274.122484,148,20742.280485
-100.984592,40,20762.128614
-124.993657,51,20787.590543
-194.247569,97,20835.989871
-244.339841,116,20891.429028
-172.042427,87,20933.465611
-304.510457,147,21003.220108
-164.597879,79,21039.793242
-52.726159,22,21049.854288
-132.434143,68,21080.785363
-28.02322,12,21086.541173
-1.310671,1,21087.026483
-122.02988,60,21114.863919
-42.279885,19,21124.167812
-141.557306,57,21150.444171
-233.224255,98,21196.291634
-242.918282,120,21252.192767
-163.765471,82,21291.195291
-236.152744,111,21341.871896
-1.1968,1,21342.223017
-1.176757,1,21342.765058
-1.461715,1,21343.290463
-275.584311,113,21396.308886
-165.655561,80,21434.357743
-105.99414,47,21457.531039
-123.091515,50,21482.791483
-146.428057,80,21521.073713
-249.93066,113,21573.593819
-50.089847,22,21584.028271
-267.205375,118,21639.409452
-256.507688,124,21700.849658
-123.987534,63,21731.036537
-101.832049,56,21758.652911
-1.297524,1,21759.035347
-76.74901,40,21778.443976
-165.494816,75,21814.088655
-80.168132,35,21832.189409
-1.183634,1,21832.939672
-129.818453,55,21860.691613
-39.495022,17,21869.153811
-177.519959,87,21915.148101
-143.113021,71,23445.205987
-1.156191,1,23445.774744
-1.674802,1,23446.254685
-62.57196,31,23460.531337
-1.162064,1,23460.996295
-223.39264,94,23507.213714
-228.163196,100,23555.919801
-34.650376,15,23562.750551
-59.959613,28,23576.301702
-127.926818,62,23605.90171
-192.219732,80,23643.670314
-186.360241,92,23688.236337
-74.96085,31,23703.432003
-1.170932,1,23703.887205
-122.964727,60,23732.87309
-70.733539,31,23747.498108
-181.286319,70,23782.071182
-100.519461,43,23801.715559
-280.288228,144,23871.889774
-243.789134,106,23921.563631
-125.034506,55,23949.849522
-235.465108,113,24004.696766
-184.525382,77,24041.398902
-80.274789,40,24060.756948
-165.610566,74,24096.17349
-136.257961,57,24122.949053
-1.521005,1,24123.381036
-177.06881,82,24165.268765
-163.200869,82,24207.898645
-111.45415,50,24232.593827
-193.530521,100,24283.83473
-69.442123,29,24299.032808
-90.598843,37,24317.226087
-174.830168,86,24360.435135
-220.835804,107,24415.596543
-99.974533,45,24438.164221
-29.416608,14,24444.932426
-1.745491,1,24445.415518
-1.644551,1,24445.815004
-155.311815,75,24481.822804
-39.822241,18,24489.768117
-8.472493,4,24491.675519
-279.331474,129,24555.909874
-1.544555,1,24556.393853
-243.190426,116,24611.653224
-187.130668,86,24653.216633
-94.496834,41,24672.43626
-109.182661,47,24695.584816
-144.969038,59,24722.816765
-199.266259,100,24771.235373
-251.440436,125,24830.128196
-184.936942,98,24876.488586
-157.338786,65,24909.07006
-1.033149,1,24909.581954
-75.975608,32,24926.572279
-119.478084,57,24954.418944
-14.121074,6,24957.732828
-1.24926,1,24958.502979
-1.636503,1,24959.109913
-68.442389,31,24975.124369
-24.909701,10,24980.068915
-1.370211,1,24980.556764
-95.406276,45,25002.695221
-1.223944,1,25003.146626
-260.131192,117,25063.282265
-193.260096,87,25106.21404
-22.985741,10,25110.852937
-113.074974,52,25136.837147
-1.422662,1,25137.32946
-273.077232,119,25197.688902
-177.660926,84,25241.073005
-1.609758,1,25241.650622
-240.704222,109,25296.808713
-245.48429,108,25351.153524
-162.381826,78,25393.876625
-146.633693,65,25427.628356
-158.501501,68,25464.004632
-103.110616,49,25486.51709
-156.523532,77,25524.614877
