#{"t_start": 1655324827.3674622, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-324.826815,144,69.834152
-279.049388,123,129.164323
-257.996784,119,185.623172
-286.324751,133,248.409024
-146.023384,83,289.681626
-76.184111,31,303.734174
-111.529755,50,327.327255
-215.152644,102,375.261128
-77.446999,41,394.52298
-30.51824,12,400.347097
-84.749633,47,422.305473
-1.340699,1,422.819482
-242.259296,109,476.400348
-140.677763,61,505.82377
-290.726353,153,580.066958
-100.627632,43,601.661273
-266.027983,124,660.751988
-66.335821,25,672.72459
-183.504007,74,708.476171
-134.352597,54,733.69201
-136.318668,58,762.061263
-289.521942,142,830.281461
-87.640561,39,850.778149
-191.767362,95,896.08035
-106.214717,43,915.710922
-53.462708,23,926.198918
-203.924428,97,970.626702
-121.92456,50,994.207443
-241.515802,125,1052.503994
-166.482372,74,1086.654605
-280.461785,128,1149.178596
-81.756619,35,1166.35377
-235.275013,113,1220.14544
-62.449326,25,1232.196611
-187.703899,85,1272.564884
-199.507237,108,1324.48175
-131.042139,70,1358.099502
-15.31697,6,1360.703082
-233.302466,104,1408.907291
-263.067381,119,1468.603972
-316.577004,155,1543.43856
-134.070471,59,1571.665365
-81.117866,32,1587.224444
-79.971462,41,1607.153288
-271.331565,113,1662.391207
-123.848445,60,1691.198033
-75.793322,37,1708.664811
-62.175862,32,1725.672626
-68.57763,29,1740.408501
-187.451867,78,1779.779943
-197.263928,90,1825.145299
-319.581644,143,1896.537076
-197.884395,87,1940.514686
-253.880071,123,1999.945753
-203.972288,88,2040.720254
-36.433387,14,2047.100919
-180.015656,82,2086.990978
-67.428039,28,2101.384754
-94.31003,42,2121.181616
-261.673228,117,2176.157867
-132.410542,56,2202.380421
-304.463557,132,2265.415658
-51.119831,26,2276.884655
-184.992391,83,2316.649372
-193.253678,79,2353.976599
-195.383045,85,2393.828566
-121.520416,52,3868.320108
-230.546312,101,3917.371669
-62.45102,26,3929.382437
-149.133865,63,3958.218599
-104.093656,43,3980.040104
-14.959516,6,3982.920035
-207.645284,85,4024.056518
-310.726074,137,4087.350948
-180.916528,87,4131.758131
-31.684844,13,4137.882024
-14.986891,6,4140.561061
-214.099767,98,4191.371318
-277.072993,133,4260.199547
-222.317035,113,4314.412752
-190.188212,97,4360.196432
-84.751589,37,4377.942986
-26.66997,11,4383.199108
-69.822071,31,4399.262636
-159.354281,69,4431.796527
-215.401336,93,4479.223148
-273.37629,141,4545.444024
-27.19986,11,4550.789782
-20.415073,8,4555.138676
-106.041529,47,4579.82065
-127.040924,58,4607.758075
-205.131421,90,4651.003893
-59.982804,23,4661.363271
-296.051934,152,4734.277149
-151.206506,79,4774.774763
-191.712244,94,4822.355084
-87.981726,34,4838.238924
-247.54846,119,4896.342425
-81.174535,33,4911.284745
-182.481589,77,4947.117509
-53.352943,23,4958.194995
-172.12047,84,4999.957037
-255.201785,122,5062.515311
-39.28678,16,5070.123595
-70.670935,29,5083.660807
-55.952779,24,5094.948172
-213.633144,101,5143.023741
-104.016365,45,5163.42334
-170.8312,70,5195.559383
-193.035668,92,5238.179939
-241.758392,130,5298.320432
-29.948534,13,5304.576573
-249.556707,122,5365.108614
-2.647726,1,5365.457197
-155.169025,67,5398.69214
-20.998613,9,5403.282772
-53.610939,23,5414.507585
-38.133791,15,5421.241806
-251.114444,125,5480.667055
-154.374022,86,5523.557697
-127.212386,53,5551.56108
-18.181136,7,5555.467926
-260.59365,133,5621.41657
-91.397659,41,5642.860052
-223.849743,108,5696.25259
-298.587779,142,5767.289749
-135.33122,56,5795.176992
-204.938716,92,5837.681838
-60.654275,23,5849.192478
-153.142717,62,5877.482938
-73.441256,37,5894.304435
-107.189613,44,5914.716913
-235.565756,108,5964.726362
-36.359411,15,5971.505986
-12.750694,5,5973.948779
-195.931455,97,6020.784962
-88.599441,36,6038.08466
-28.697945,12,6043.723976
-177.472123,82,6082.722336
-192.453976,85,6122.323499
-142.145575,74,6159.324202
-125.714809,56,6185.364728
-186.230604,84,6227.651814
-117.857756,50,6252.584457
-78.689955,30,6266.807775
-14.965195,6,6269.878592
-219.623568,96,7670.717338
-223.939857,96,7715.757849
-262.826861,120,7774.785909
-296.79076,148,7845.961687
-276.235874,130,7908.204912
-139.606925,65,7938.638991
-53.496491,22,7948.591304
-254.187349,116,8003.659108
-76.323463,30,8018.324294
-82.432064,36,8036.378171
-82.168797,33,8053.522453
-270.497779,123,8115.993927
-130.684434,54,8143.238585
-87.76633,35,8161.155659
-118.225903,49,8185.697401
-288.585603,124,8246.637385
-40.824986,20,8255.562253
