#{"t_start": 1655306991.163643, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-7454.848874,1001,216.625841
-7719.493741,1001,421.87269
-7531.206176,1001,626.179842
-7040.470419,1001,833.253233
-7366.083739,1001,1146.651618
-7655.568767,1001,1356.515154
-7425.84301,1001,1548.756249
-7414.603656,1001,1743.311328
-7580.325986,1001,1941.668506
-7186.870983,1001,2226.979749
-7884.562789,1001,2419.506069
-7597.162809,1001,2616.188727
-6589.900331,1001,2813.189746
-6883.065439,1001,3009.288367
-7733.063607,1001,3293.308938
-7680.619143,1001,3488.613098
-7005.978444,1001,3685.110255
-7232.64727,1001,3880.065407
-7148.519285,1001,4074.486389
-7404.469888,1001,4338.243608
-7615.37302,1001,4512.966773
-7623.446373,1001,4691.176553
-7523.94277,1001,4869.093354
-7760.661054,1001,5048.106016
-7726.733022,1001,5292.208488
-6955.996536,1001,5468.854247
-8087.214229,1001,5645.072608
-8153.552164,1001,5822.801403
-7822.532163,1001,6000.672977
-7143.295439,1001,6243.702527
-7068.80968,1001,6416.252228
-7935.88224,1001,6589.397038
-8008.896077,1001,6761.35646
-6938.663654,1001,6932.156696
-6981.034806,1001,7170.393192
-7547.057165,1001,7342.525814
-6805.764504,1001,7513.774628
-8065.723199,1001,7685.633813
-6516.730964,986,7854.821772
-6650.397066,1001,8091.953888
-8111.602258,1001,8265.114435
-7064.869098,1001,8438.207121
-7641.092478,1001,8610.727783
-7424.957681,1001,8781.416794
-7758.499415,1001,9023.870731
-6880.1525,1001,9197.399212
-7491.822356,1001,9370.733898
-6839.927038,1001,9542.213066
-7191.452085,1001,9716.238622
-6931.105764,1001,9961.963484
-6585.162602,994,10133.888528
-7499.634031,1001,10305.481413
-6884.261464,1001,10480.432849
-8198.440751,1001,10654.684572
-6692.446304,1001,10897.43908
-7343.565084,1001,11069.044528
-8118.558823,1001,11241.601832
-6747.811268,1001,11415.581365
-8102.290365,1001,11588.557085
-7327.901314,1001,11828.869826
-6697.098232,1001,12007.214132
-6664.028655,1001,12179.605512
-8136.545902,1001,12352.221652
-6760.324653,1001,12529.146793
-6734.807105,1001,12774.782356
-8036.77098,1001,12949.316525
-7082.637493,1001,13121.285772
-7776.011047,1001,13295.547511
-7065.598896,1001,13466.928025
-7251.502316,1001,13707.205629
-6878.118946,1001,13882.021868
-7327.871561,1001,14064.488288
-6670.219798,1001,14236.122183
-7317.284991,1001,14416.207835
-7590.874352,1001,14654.448336
-7025.003568,1001,14829.789653
-6714.823819,1001,15003.22041
-7178.028211,1001,15177.999987
-6969.691075,1001,15352.039843
-7485.913975,1001,15593.97068
-6786.918968,1001,15767.586005
-7828.276905,1001,15940.620815
-6769.845754,1001,16122.975848
-6736.74419,1001,16298.14474
-6680.382324,1001,16551.870481
-6755.786194,1001,16723.705128
-7563.199547,1001,16895.372249
-6815.351394,1001,17066.193758
-6819.768876,1001,17237.959477
-6274.88652,960,17476.456478
-6673.990547,1001,17652.68593
-6243.824457,953,17818.436954
-6984.678591,1001,17990.051836
-6676.21966,1001,18176.837656
-7018.896699,1001,18351.288671
-6752.770563,1001,18588.398644
-6690.580906,1001,18764.966297
-6444.757488,1001,18950.081094
-7206.260669,1001,19144.909689
-6413.063955,985,19342.195467
-6420.934436,985,19616.869682
-6851.277439,1001,19801.430447
-6144.158807,962,19984.647972
-6525.79804,991,20154.834675
-6298.179251,965,20320.821814
-6207.987502,968,20573.82299
-6548.246433,1001,20746.34969
-6288.242004,966,20922.650726
-6579.056821,1001,21096.59696
-6885.686119,1001,21270.003927
-6538.901658,992,21517.448436
-6595.454203,1001,21694.526947
-5864.272163,921,21866.416176
-6132.69208,940,22029.590968
-6152.651071,959,22199.804093
-6472.226137,989,22455.092608
-6270.502498,968,22625.13785
-6431.523974,990,22818.507686
-6464.4664,983,22997.395402
-6291.71621,982,23171.632046
-6116.302101,957,23426.296623
-6047.239311,949,23590.874677
-6295.524467,971,23772.50791
-6235.30961,969,23943.377516
-6052.226485,940,24107.05079
-6224.091009,960,24354.48086
-6096.383886,954,24527.331602
-5808.874202,918,24717.596179
-6122.280401,949,24895.197348
-5771.285222,908,25070.771414
-6288.580704,975,25261.275359
-5887.461079,933,25533.259373
-6092.241908,948,25724.048628
-6298.073579,971,25901.97955
-6064.566255,939,26075.836615
-5997.639228,940,26252.171026
-5968.924074,939,26517.894778
-5811.638703,916,26698.690639
-5931.669162,924,26881.689101
-6107.40186,950,27049.108119
-5788.16802,918,27219.834886
-6116.707143,962,27486.599867
-6165.659832,949,27668.574989
-5880.777436,908,27852.196341
-6111.657444,952,28020.93643
-5932.79074,930,28184.045734
-5994.935663,943,28430.919941
-6085.871783,963,28607.144609
-5873.66411,911,28785.970165
-5714.295078,897,28950.351631
-5700.254489,906,29116.099589
-5811.520078,919,29284.530716
-5942.249872,928,29532.473518
-5797.812693,907,29709.02766
-6162.983479,966,29888.103675
-6022.506909,942,30060.594639
-5706.965659,902,30221.548222
-5775.449485,901,30456.086594
-6055.036158,946,30622.564754
-5941.126902,929,30800.850742
-5818.722823,909,30964.124509
-5583.269554,885,31120.245417
-5841.548122,921,31284.033229
-5757.565787,905,31519.518501
-5839.322988,922,31696.371023
-5858.461927,930,31861.348188
-5914.014599,933,32026.452408
-5813.173312,920,32187.520158
-5758.693427,909,32432.187801
-5769.805377,904,32602.541246
-5790.062473,911,32785.27964
-5643.906595,884,32951.377537
-5654.145038,902,33122.256198
-5713.572758,902,33293.36357
-5642.351499,889,33550.364686
-5820.261347,915,33736.168282
-5748.642752,906,33908.486189
-5678.494717,895,34075.375198
-5639.532187,895,34240.194133
-5658.758165,898,34487.801557
-5544.652566,877,34658.034036
-5890.718513,950,34840.341565
-5747.82031,908,35008.195495
-5706.989133,908,35178.352476
-5634.986515,896,35342.842613
-5474.189164,868,35587.346787
-5652.025734,882,35759.364416
-5953.110363,943,35935.687505
-5619.713587,882,36103.908352
-5852.197133,916,36275.239469
-5640.806566,890,36526.195959
-5702.515624,906,36707.728044
-5817.624686,910,36873.548278
-5660.681116,896,37035.29004
-5703.963247,905,37197.022409
-5528.942448,867,37353.162036
-5709.156429,896,37601.266522
-5815.718008,907,37780.101002
-5474.788346,859,37937.156185
-5455.566052,867,38096.305362
-5642.753544,892,38262.409478
-5706.087037,909,38430.437958
-5517.782215,868,38681.014743
-5566.044514,882,38846.782088
-5575.920586,882,39008.908827
-5493.413088,867,39165.347534
-5589.302225,882,39328.472148
-5480.100546,866,39572.251429
-5514.967201,874,39743.979472
-5640.706223,884,39899.983051
-5484.437359,871,40054.040486
-5473.753116,872,40207.05297
-5499.526823,872,40359.515948
-5690.154325,887,40595.215489
-5576.663232,884,40767.890235
-5695.902936,894,40928.463058
-5679.711865,894,41087.040153
-5807.427322,918,41249.059905
-5612.259976,885,41404.596944
-5699.686138,889,41651.448584
-5433.706905,859,41807.059479
-5499.574672,856,41962.593874
-5403.205392,860,42118.21664
-5669.462486,889,42275.468623
-5489.061067,859,42507.659047
-5535.280216,872,42674.261121
-5484.485739,871,42832.612831
-5469.731601,870,42985.52567
-5331.345568,853,43135.788967
-5324.617043,838,43284.223092
-5400.957232,857,43518.833079
-5462.083759,852,43684.57536
-5496.169064,865,43836.392561
-5366.242363,856,43989.515222
-5729.928484,902,44148.065477
-5377.428689,853,44300.330701
-5697.475997,899,44541.82319
