#{"t_start": 1655306991.8694606, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-7375.808339,1001,215.88644
-7446.554505,1001,421.159977
-7929.85671,1001,625.610486
-6968.240894,1001,832.521279
-7033.670022,1001,1145.915118
-6315.370958,970,1349.24749
-7223.597584,1001,1541.068054
-6815.233844,1001,1735.850638
-6707.066362,1000,1935.130804
-6938.450894,1001,2129.995077
-7562.079383,1001,2413.156569
-7509.034075,1001,2609.637515
-7539.097853,1001,2806.14211
-7058.048804,1001,3002.442156
-6700.893099,1001,3199.140558
-7727.589889,1001,3482.148478
-8018.495779,1001,3677.352347
-7741.227783,1001,3873.578514
-6851.150884,1001,4067.072633
-8231.382183,1001,4249.458903
-6894.420253,1001,4506.633166
-6783.310012,1001,4684.742885
-6557.100841,1001,4862.516888
-7169.529152,1001,5041.499449
-8010.556634,1001,5218.19331
-7694.172513,1001,5462.362406
-7327.220897,1001,5638.782389
-6785.68179,1001,5816.287119
-7063.430637,1001,5994.30242
-8025.680278,1001,6167.997199
-6996.349379,1001,6410.007496
-7623.419125,1001,6582.958677
-7740.337815,1001,6755.208615
-7592.281906,1001,6926.089419
-7399.306758,1001,7164.220478
-7095.302286,1001,7336.13486
-6364.103167,974,7502.975608
-7528.708862,1001,7674.834208
-7812.368371,1001,7846.513809
-7102.306558,1001,8018.053735
-6720.618101,1001,8256.642084
-8034.118206,1001,8430.007561
-7072.606733,1001,8602.42998
-7715.086058,1001,8773.151495
-7376.144134,1001,8947.456124
-8010.864774,1001,9189.115245
-8203.981567,1001,9362.179914
-7364.622099,1001,9533.923083
-8042.385058,1001,9707.806142
-7165.825181,1001,9880.56701
-6897.888987,1001,10126.634525
-7965.056921,1001,10298.10662
-7082.105018,1001,10473.276296
-7738.204097,1001,10647.482821
-6814.219135,1001,10821.64976
-7452.167642,1001,11061.777755
-6560.690112,990,11232.624343
-7361.421773,1001,11406.566156
-7072.428142,1001,11579.562546
-7304.796656,1001,11750.805562
-7579.683673,1001,11998.152174
-6965.26919,1001,12170.670796
-6794.055758,1001,12343.323475
-6732.905371,1001,12520.033967
-6997.63994,1001,12692.221378
-6713.562818,1001,12940.238095
-6977.909738,1001,13112.412119
-7389.857171,1001,13286.228372
-7039.052304,1001,13457.916313
-7925.099612,1001,13631.109459
-7275.58608,1001,13873.017019
-7106.690827,1001,14055.553908
-7877.091323,1001,14226.996304
-6457.671296,987,14397.371299
-6789.614008,1001,14575.831996
-6742.772975,1001,14816.79692
-7300.003216,1001,14991.720364
-7273.505194,1001,15166.666981
-7804.537329,1001,15340.541954
-6757.184514,1001,15514.428416
-6969.697022,1001,15755.741122
-6592.203266,1000,15929.23321
-7099.221472,1001,16105.511547
-6678.409374,1001,16286.485022
-6665.213739,1001,16458.887306
-6124.409736,951,16703.576843
-6857.42932,1001,16875.053071
-6198.641683,944,17036.490254
-6672.497238,1001,17207.872245
-7039.500313,1001,17385.842413
-6155.451664,954,17619.804989
-7163.18536,1001,17795.583485
-6562.446969,1001,17967.46773
-7025.790703,1001,18152.166733
-6677.757462,1001,18328.546178
-7180.187611,1001,18565.868965
-6815.317935,1001,18741.197859
-6736.17323,1001,18924.287765
-6270.473302,965,19113.402852
-6669.334937,1001,19308.880728
-6549.12747,996,19591.723757
-5878.854255,905,19755.585775
-6705.906231,1001,19949.57032
-8036.816757,1001,20122.410154
-6395.52715,975,20290.21184
-6255.093205,951,20540.496221
-6312.89551,971,20706.198519
-6108.695343,957,20882.097043
-6229.851768,971,21050.712564
-6258.092963,960,21216.918408
-6536.422984,1000,21466.704004
-6232.563188,957,21634.147029
-6627.618791,1001,21821.577586
-6191.300731,953,21987.033111
-6196.415784,969,22156.793608
-6269.312033,982,22412.952416
-6157.17614,968,22581.695445
-6205.418655,952,22768.01007
-6038.133734,934,22936.510151
-6052.443241,962,23108.985103
-6528.887316,1001,23371.732543
-6027.740587,955,23538.866442
-6020.900395,942,23714.360003
-6252.556778,972,23885.502393
-5941.888325,930,24048.435778
-6215.699511,960,24215.309606
-6676.328243,1001,24472.681686
-6376.631876,973,24667.630308
-6389.922911,987,24855.97024
-6020.314613,943,25038.756524
-6304.717766,971,25229.161205
-6189.11153,965,25507.034335
-6092.735092,950,25695.331465
-6273.203965,972,25877.718921
-6194.828228,971,26056.679693
-6407.490232,985,26241.626261
-6145.004192,962,26511.859785
-5943.055813,934,26695.741399
-6019.668045,929,26880.041783
-6114.407136,954,27048.229185
-6205.535411,967,27228.666381
-6156.3375,967,27495.769774
-6359.937152,985,27687.931909
-6077.538965,946,27874.294544
-5933.983281,933,28039.094849
-6213.923704,969,28208.780595
-5920.404364,931,28454.382734
-6182.970563,951,28628.832927
-5632.360409,891,28803.783142
-5861.158135,923,28972.995847
-5808.812095,910,29139.163338
-5932.463453,928,29309.729125
-5876.166501,920,29556.770124
-5880.01715,922,29739.181987
-5926.056735,919,29905.684685
-5846.105365,919,30074.314035
-6206.397959,956,30244.829393
-5826.762921,915,30480.947647
-5708.173121,893,30638.518672
-5838.746305,933,30817.806217
-5765.037722,902,30979.305009
-5791.866421,909,31139.67504
-5854.327942,916,31302.408829
-6091.216303,956,31546.914026
-5605.140718,897,31720.381679
-5748.557089,906,31880.422655
-5738.554983,910,32041.172544
-5938.671287,937,32205.682528
-5732.556921,909,32450.176899
-5956.75059,934,32632.8622
-5871.441688,908,32809.61857
-5801.085673,921,32982.740988
-5710.39394,896,33152.62437
-5822.282332,914,33326.130672
-5968.159659,939,33593.606224
-5859.361058,928,33780.275121
-5662.598125,895,33950.321172
-5672.611094,900,34117.495065
-5758.745305,912,34285.416814
-5840.767187,915,34536.320221
-5596.343525,878,34711.39535
-5733.995557,900,34879.548398
-5746.367786,905,35047.852307
-5639.662753,891,35214.351017
-5739.061214,910,35382.251144
-5728.916258,900,35633.763495
-5807.126496,914,35810.046358
-5633.143911,888,35976.661682
-5916.538652,930,36153.078982
-5679.558024,895,36320.657455
-5532.794139,881,36570.312167
-5689.598039,897,36750.951226
-5500.48213,864,36905.972577
-5564.091235,875,37063.785903
-5530.308036,875,37220.601355
-5872.404548,920,37387.081994
