#{"t_start": 1658871393.0007038, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-416.332887,51,529.912618
-413.381964,51,1503.705359
-413.958553,51,2677.607874
-415.040422,51,3942.528392
-415.205578,51,5318.247833
-412.955471,51,6812.511096
-415.436796,51,8263.05574
-415.497377,51,9695.508451
-416.639856,51,11118.126365
-414.711275,51,12580.577702
-418.4886,51,13988.164732
-403.51686,51,15414.282071
-413.765265,51,16921.100079
-408.135256,51,18471.663468
-408.340013,51,20048.139083
-416.939138,51,21493.674208
-409.946172,51,23041.51735
-410.571899,51,24612.737857
-403.582566,51,26119.999965
-414.332546,51,27648.919075
-412.665974,51,29229.419215
-419.264548,51,30796.996676
-414.634145,51,32348.989241
-405.314947,51,33866.044923
-407.477279,51,35394.62456
-387.975697,51,36964.902461
-412.918349,51,38569.27264
-402.6521,51,40123.569322
-380.714389,51,41728.976742
-400.933724,51,43207.821695
-412.989538,51,44832.517455
-397.6533,51,46398.431136
-381.415848,51,47983.860011
-379.396773,51,49536.624509
-379.563941,51,51108.133874
-394.737429,51,52673.207622
-388.822301,51,54250.153217
-381.086331,51,55824.952639
-417.327733,51,57422.305762
-401.39975,51,59040.115748
-362.231844,51,60610.199101
-403.876627,51,62175.431952
-391.23395,51,63755.308652
-370.539692,51,64073.823669
-399.310127,51,64881.571991
-371.4419,51,66517.723519
-394.36567,51,68130.887169
-388.47513,51,69723.621859
-391.367653,51,71303.660597
-376.380199,51,72921.163168
-386.576182,51,74595.514421
-385.998366,51,76193.033575
-396.696336,51,77817.786526
-371.300673,51,79410.28653
-360.001158,51,81007.430891
-368.145239,51,82644.773406
-337.285676,51,84244.884902
-374.006459,51,85898.226763
-383.755484,51,87505.819081
-336.19907,51,89128.98042
-302.244441,51,90740.391604
-362.805071,51,92416.601476
-344.634972,51,94016.422186
-349.409067,51,95679.955629
-348.891084,51,97299.450302
-322.825757,51,98949.507052
-343.09791,51,100594.054942
-356.366179,51,102229.107369
-346.169483,51,103533.64692
-284.458955,51,105161.18886
-370.532404,51,106782.254141
-272.376065,51,108421.134367
-323.459372,51,110042.460859
-358.463749,51,111650.416202
-341.269391,51,113255.89991
-338.477274,51,114899.851578
-258.491071,51,116496.519455
-264.344752,45,117928.043855
-261.096562,50,119518.696983
-337.682899,51,121130.551077
-329.358142,51,122766.344326
-291.816316,51,124419.78302
-307.196009,51,126084.97227
-327.876296,51,127698.055906
-236.053875,51,129255.69385
-244.244275,51,130862.910126
-321.767435,51,132503.745821
-169.974633,28,133401.59195
-90.064928,15,133869.950068
-94.143646,17,134382.823297
-211.711877,51,136004.169679
-87.283134,19,136634.984368
-90.802512,14,137061.159422
-98.663647,20,137680.803827
-209.669464,39,139406.273265
-112.693554,19,139784.92595
-98.04054,16,140321.658549
-194.241436,51,142037.053282
-94.487823,15,142509.163697
-145.004772,29,143457.285041
-134.880028,24,144192.522271
-113.077347,23,144969.967441
-79.114149,14,145434.66908
-85.805677,16,145934.349823
-92.985286,16,146500.455453
-74.297661,13,146884.696076
-110.191935,17,147394.555188
-299.87517,51,149006.723189
-110.508052,20,149695.189833
-120.760581,25,150458.522587
-116.951359,20,151111.899743
-76.744381,13,151520.089891
-129.889747,22,152218.193505
-94.640864,19,152830.197389
-88.977945,17,153352.194434
-126.068143,23,154102.565971
-60.562366,11,154497.827712
-98.625016,17,155024.402001
-82.113189,13,155423.871637
-66.087697,12,155776.314186
-75.824735,14,156276.603659
-85.546706,15,156742.355703
-77.16972,14,157198.437735
-79.333238,16,157739.259835
-78.439336,13,158131.34955
-76.29522,17,158654.597864
-79.043493,18,159273.559713
-75.246326,13,159668.420262
-86.094645,15,160144.314202
-87.179429,16,160650.844181
-84.304699,15,161165.029016
-78.418504,15,161645.350801
-92.537201,15,162120.963148
-63.6763,12,162547.034923
-88.798251,14,162980.94443
-83.657326,16,163490.822285
-65.192198,11,163850.29478
