#{"t_start": 1655313193.3595555, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-1.681105,1,0.206701
-7512.528144,1001,174.477528
-7923.893065,1001,346.778639
-7433.476855,1001,515.149987
-6956.551392,1001,683.667009
-66.086318,29,688.580279
-7843.041787,1001,940.927302
-8249.002492,1001,1111.978976
-6160.534669,1001,1283.749971
-6149.669975,1001,1453.622243
-7356.017181,1001,1622.147841
-3.511793,1,1622.319917
-2.791295,1,1622.486388
-6611.435462,1001,1873.154459
-5001.22205,1001,2042.492767
-145.180038,21,2046.024767
-8525.625831,1001,2215.219114
-4608.28589,1001,2383.63905
-8215.140188,1001,2551.939638
-7408.352495,1001,2807.218218
-7901.394409,1001,2977.135906
-7795.337356,1001,3146.903764
-8020.61457,1001,3315.147562
-6764.250532,1001,3483.982274
-7072.02458,1001,3725.418915
-9013.357227,1001,3897.393925
-5735.858508,1001,4067.467686
-5.115348,1,4067.63874
-7800.684178,1001,4238.275268
-7124.845338,1001,4404.246341
-6046.304866,1001,4635.493199
-7404.380445,1001,4801.32627
-6944.231698,1001,4966.854938
-5.697499,1,4967.020133
-5843.998467,1001,5132.654581
-5048.38083,1001,5297.521603
-8025.977489,1001,5528.285317
-7753.943497,1001,5694.62243
-8926.384225,1001,5860.382396
-6688.058756,1001,6026.478578
-4131.044606,1001,6192.032863
-8390.770366,1001,6424.548486
-6877.904406,1001,6592.617247
-8247.906044,1001,6760.57469
-8644.355572,1001,6927.45893
-7843.803751,1001,7094.025277
-6233.375545,1001,7329.201205
-6606.277295,1001,7499.592402
-8601.937193,1001,7669.092428
-8361.667902,1001,7848.423544
-6666.751144,1001,8018.415389
-8320.090934,1001,8266.971781
-6676.666993,1001,8435.258567
-8232.125584,1001,8604.917466
-4449.952016,1001,8774.409291
-6189.048108,1001,8943.370506
-8747.648594,1001,9180.589231
-5455.822409,1001,9349.670183
-1.989503,1,9349.837151
-6199.680716,1001,9518.787819
-4600.873709,1001,9687.285674
-7302.902696,1001,9854.574049
-7783.090933,1001,10087.370274
-7290.695731,1001,10261.434922
-7264.871428,1001,10431.133714
-7559.385363,1001,10600.239012
-6091.393617,1001,10769.172711
-7887.765047,1001,11012.830338
-5544.969304,1001,11181.090658
-7161.744513,1001,11347.981015
-6255.435436,1001,11514.79011
-6930.710956,1001,11684.027108
-5417.883769,1001,11917.793853
-5080.991812,1001,12085.147414
-3.157376,1,12085.298342
-8444.619812,1001,12256.417812
-6878.652648,1001,12425.967376
-5593.926619,1001,12596.322013
-8376.805836,1001,12850.953668
-1.283984,1,12851.132757
-8198.948166,1001,13021.122047
-7504.756247,1001,13191.066661
-6202.636505,1001,13360.128688
-6641.300169,1001,13529.835126
-6385.806574,1001,13772.895471
-5762.208188,1001,13942.93206
-8026.943342,1001,14112.603518
-6565.119641,1001,14282.324228
-5565.317748,1001,14451.7235
-7928.872668,1001,14689.946444
