#{"t_start": 1655313035.5833256, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-5592.59903,1001,171.378161
-7284.883947,1001,340.504892
-6704.419858,1001,510.177323
-5652.171912,1001,678.759959
-7274.530558,1001,911.972622
-5817.94187,1001,1080.219183
-7635.507,1001,1248.386435
-6156.099671,1001,1416.554708
-3833.252582,1001,1584.15
-7931.480383,1001,1817.583382
-7412.249173,1001,1985.430197
-7981.632558,1001,2153.86555
-5.00489,1,2154.050141
-6074.301024,1001,2322.450346
-6317.830331,1001,2490.210106
-7064.87553,1001,2717.856707
-6283.404552,1001,2886.19285
-7720.038843,1001,3055.219989
-5045.947619,1001,3223.598879
-6229.652246,1001,3392.400086
-8139.904722,1001,3624.961508
-5815.901341,1001,3792.884409
-8158.680678,1001,3961.124855
-6694.861405,1001,4128.694435
-7406.253616,1001,4296.997575
-8876.734969,1001,4528.501133
-8115.305598,1001,4696.597755
-9052.414323,1001,4863.448622
-8248.412305,1001,5030.438353
-5656.463105,1001,5197.558902
-4824.802554,1001,5428.597502
-5713.674204,1001,5596.437128
-8416.583424,1001,5763.672807
-5624.066171,1001,5931.05284
-6966.986821,1001,6097.963431
-7602.706161,1001,6329.099156
-6255.560403,1001,6496.037443
-5163.112704,1001,6663.489908
-6535.77919,1001,6830.979869
-8399.165666,1001,6998.848174
-7958.848628,1001,7233.442301
-6672.423666,1001,7401.539738
-7081.744309,1001,7570.629696
-6973.708769,1001,7739.791435
-7293.377113,1001,7908.314482
-8568.381032,1001,8143.363453
-7656.628642,1001,8313.611138
-5.650101,1,8313.795818
-6422.814881,1001,8482.664237
-6463.540541,1001,8652.949891
-4.490877,1,8653.126157
-8109.504312,1001,8823.860554
-7304.920638,1001,9107.083331
-5355.882055,1001,9278.685427
-7716.762844,1001,9450.744084
-7134.831514,1001,9621.023192
-6.15442,1,9621.18278
-4267.403197,1001,9790.101425
-3.033085,1,9790.259725
-7279.841266,1001,10026.591944
-6509.553411,1001,10199.339463
-7943.906309,1001,10370.134667
-6760.788539,1001,10541.156044
-7258.766505,1001,10715.288858
-7161.697733,1001,10951.142501
