#{"t_start": 1675862882.0178652, "env_id": "fingers_multiprocessing-v0"}
r,l,t
-105.217319,1001,7.719946
-63.872139,1001,12.481855
-34.909305,1001,17.105142
-87.006166,1001,21.93876
-88.283228,1001,26.68124
-57.485118,1001,31.455084
-131.261088,1001,36.224225
-104.478044,1001,41.072266
-12.748398,1001,45.824412
-116.799301,1001,50.606498
-57.685311,1001,55.468875
-91.368754,1001,60.183573
-14.458457,1001,65.168542
-53.196918,1001,70.019924
-37.798132,1001,74.916125
-71.785038,1001,79.657116
-34.0187,1001,84.616343
-85.047014,1001,89.317585
-53.878499,1001,94.223207
-34.01345,1001,99.103996
-18.46287,1001,103.970061
-61.348402,1001,108.771081
-51.859221,1001,113.771716
-61.946613,1001,118.639189
-60.316196,1001,123.594283
-29.067463,1001,128.447389
-40.989728,1001,133.274861
-67.235903,1001,138.22909
-72.433737,1001,143.068821
-15.98588,1001,147.997592
-48.981557,1001,152.852004
-64.945638,1001,157.84428
-28.533023,1001,162.705017
-49.220201,1001,167.67667
-40.908487,1001,172.777793
-53.142199,1001,177.751556
-48.888528,1001,182.635799
-28.291908,1001,187.631665
-36.421352,1001,192.458255
-48.698636,1001,197.500982
-25.653287,1001,202.329718
-35.986109,1001,207.285053
-26.575786,1001,212.167347
-52.881637,1001,217.127573
-34.797153,1001,222.047176
-39.438633,1001,227.057988
-27.107212,1001,231.969099
-26.755266,1001,236.914907
-50.153492,1001,241.958054
-38.865419,1001,246.854836
-41.21661,1001,251.851177
-20.592394,1001,256.803893
-34.906655,1001,261.834533
-12.026861,1001,266.678327
-30.693641,1001,271.71786
-14.947406,1001,276.688536
-16.647798,1001,281.708243
-30.191318,1001,286.714854
-37.773461,1001,291.778717
-37.971606,1001,296.700537
-57.772188,1001,301.730369
-33.869703,1001,306.694608
-16.09106,1001,312.135753
-14.424565,1001,317.663235
-22.258718,1001,323.288946
-31.662871,1001,328.858771
-53.039806,1001,334.218602
-34.683748,1001,339.564848
-55.752829,1001,344.732987
-45.419535,1001,349.675817
-51.843975,1001,354.710225
-37.389127,1001,359.580428
-68.663283,1001,364.691396
-50.469704,1001,369.677453
-19.469243,1001,374.734374
-38.994406,1001,379.607491
-48.037514,1001,384.566561
-40.784413,1001,389.500604
-57.280448,1001,394.556923
-49.067153,1001,399.462394
-46.972853,1001,404.544825
-27.946213,1001,409.511323
-32.5039,1001,414.615144
-32.222846,1001,419.583143
-59.17781,1001,424.694356
-27.555433,1001,429.593596
-43.882063,1001,434.672942
-43.480973,1001,439.575578
-37.565598,1001,444.620053
-20.692748,1001,449.466395
-56.846354,1001,454.391839
-16.074493,1001,459.446046
-45.708425,1001,464.406603
-17.998407,1001,469.486955
-50.030333,1001,474.381896
-57.476204,1001,479.366091
-35.734585,1001,484.3668
-22.139119,1001,489.41841
-21.418174,1001,494.406119
-20.983707,1001,499.378278
-31.708221,1001,504.355743
-21.234288,1001,509.325412
-27.468925,1001,514.232832
-20.546324,1001,519.317056
-47.745971,1001,524.256008
-29.607966,1001,529.372164
-21.781512,1001,534.348125
-57.461331,1001,539.418285
-36.869474,1001,544.446746
-49.886261,1001,549.542979
-10.484159,1001,554.477255
-19.520302,1001,559.547024
-26.807006,1001,564.480658
-62.435496,1001,569.572704
-49.030427,1001,574.446966
-24.915153,1001,579.505451
-34.96779,1001,584.445273
-43.128452,1001,589.390152
-36.401815,1001,594.390828
-52.602574,1001,599.365774
-19.750892,1001,604.348233
-49.832524,1001,609.335975
-30.504323,1001,614.395128
-41.773066,1001,619.430936
-42.806803,1001,624.494053
-81.996255,1001,629.495296
-20.812689,1001,634.541496
-36.690958,1001,639.516133
-50.367652,1001,644.552793
-10.729952,705,648.038729
-41.891484,1001,653.13125
-23.727731,1001,658.008135
-43.773125,1001,663.06081
-37.521469,1001,667.981668
-25.346191,1001,673.016657
-22.88226,1001,677.9573
-21.163579,1001,683.082379
-65.616499,1001,688.02472
-16.663351,1001,693.53468
-24.556874,1001,698.939234
-26.535949,1001,704.133701
-40.856019,1001,709.518121
-41.998579,1001,714.972662
-15.03446,1001,720.067777
-22.484475,1001,725.095767
-22.160246,1001,730.128397
-25.331518,1001,735.503536
-51.142427,1001,740.693415
-32.79009,1001,745.889437
-52.541584,1001,751.034493
-36.979888,1001,756.115364
-51.158176,1001,760.854579
-58.039363,1001,765.589324
-30.051862,1001,770.39597
-57.485306,1001,775.112351
-41.906527,1001,779.944465
-46.325538,1001,784.751368
-54.315964,1001,789.583689
-42.516793,1001,794.349102
-16.813428,1001,799.187512
-21.478833,1001,803.937381
-41.81293,1001,808.752418
-28.886624,1001,813.713442
-42.632898,1001,818.862312
-21.072429,1001,824.18653
-29.769395,1001,829.389119
-45.181471,1001,834.266318
-43.5156,1001,839.193741
-46.23903,1001,844.248677
-44.311588,1001,850.48073
-53.362051,1001,856.390146
-54.933641,1001,861.785525
-78.733286,1001,866.937813
-30.117916,1001,872.239476
-50.280457,1001,877.118321
-44.973975,1001,881.974989
-50.627837,1001,886.828733
-51.703944,1001,891.969323
-23.00601,1001,897.055635
-40.984293,1001,903.26791
-24.369753,1001,908.688505
-23.303236,1001,914.064193
-21.740184,1001,919.721164
-20.88642,1001,924.987952
-48.762494,1001,929.821607
-27.420098,1001,935.25018
-42.277419,1001,940.763219
-32.29936,1001,945.980819
-43.185707,1001,951.400018
-52.166596,1001,956.836468
-47.120248,1001,962.181429
-31.62874,1001,967.518776
-24.756098,1001,972.704699
-56.887996,1001,978.009165
-25.398819,1001,983.24622
-28.502675,1001,988.603508
-20.095106,1001,993.842751
-35.434461,1001,999.141352
-29.389073,1001,1004.373433
-13.425697,1001,1009.494764
-22.828241,1001,1014.325963
-59.805441,1001,1019.606207
-14.042081,1001,1024.474055
-31.061853,1001,1029.928018
