#{"t_start": 1675862882.1640887, "env_id": "fingers_multiprocessing-v0"}
r,l,t
-77.0603,1001,7.573722
-85.671859,1001,12.335478
-44.514798,1001,16.958824
-88.977338,1001,21.792421
-67.344491,1001,26.534743
-60.510788,1001,31.308933
-76.255513,1001,36.077767
-85.332001,1001,40.924794
-34.904721,1001,45.678196
-128.564281,1001,50.460222
-99.405611,1001,55.322618
-68.093469,1001,60.037285
-60.885496,1001,65.02234
-116.165677,1001,69.873499
-33.64295,1001,74.769907
-31.100073,1001,79.510311
-72.829325,1001,84.470147
-94.16739,1001,89.171112
-54.4534,1001,94.076736
-16.439237,1001,98.956678
-19.68063,1001,103.823704
-89.080804,1001,108.624393
-42.131315,1001,113.62642
-35.650463,1001,118.492921
-46.377916,1001,123.448167
-24.998358,1001,128.300935
-64.904688,1001,133.128701
-48.598061,1001,138.082815
-25.164102,1001,142.922445
-68.469991,1001,147.8513
-47.293921,1001,152.705571
-61.635691,1001,157.697916
-29.736022,1001,162.558828
-50.978628,1001,167.530427
-42.786159,1001,172.631542
-57.55311,1001,177.605327
-60.131574,1001,182.489528
-36.190686,1001,187.485508
-75.3806,1001,192.312018
-93.939271,1001,197.354759
-42.901405,1001,202.183483
-42.09327,1001,207.138831
-36.744111,1001,212.021301
-38.088125,1001,216.981457
-26.104514,1001,221.900923
-30.881654,1001,226.911619
-31.411226,1001,231.822843
-24.452318,1001,236.768486
-34.656677,1001,241.811861
-61.830244,1001,246.708468
-18.869809,1001,251.704937
-40.640154,1001,256.657444
-28.892572,1001,261.688288
-37.699717,1001,266.532046
-23.303245,1001,271.571553
-54.69926,1001,276.542231
-29.486968,1001,281.561897
-32.423734,1001,286.56864
-44.252246,1001,291.631616
-31.324698,1001,296.554357
-42.088755,1001,301.584133
-26.052786,1001,306.547742
-39.524783,1001,311.989367
-15.132712,1001,317.516967
-36.712953,1001,323.141649
-26.787698,1001,328.712468
-43.760225,1001,334.071361
-28.030964,1001,339.418527
-56.705946,1001,344.586759
-47.268679,1001,349.529529
-25.277359,1001,354.564001
-37.908793,1001,359.433952
-60.333672,1001,364.545029
-38.2511,1001,369.53118
-18.674307,1001,374.588219
-51.375762,1001,379.461529
-20.873992,1001,384.420117
-29.590611,1001,389.354602
-21.868726,1001,394.410613
-16.056907,1001,399.316012
-58.999709,1001,404.399521
-13.891913,1001,409.366056
-17.931974,1001,414.46892
-33.564701,1001,419.43692
-40.468469,1001,424.547042
-29.03523,1001,429.447433
-39.571155,1001,434.52662
-13.978128,1001,439.429559
-47.747161,1001,444.472909
-72.919157,1001,449.320401
-35.552762,1001,454.245558
-10.958593,1001,459.300128
-12.379408,1001,464.259905
-48.426012,1001,469.340731
-33.540956,1001,474.23572
-16.155182,1001,479.219914
-19.134975,1001,484.22141
-41.101745,1001,489.272287
-42.440305,1001,494.259674
-29.917268,1001,499.232081
-50.306695,1001,504.20952
-43.797933,1001,509.179102
-39.258505,1001,514.086524
-63.292878,1001,519.170683
-31.484507,1001,524.109844
-32.071492,1001,529.22594
-33.187796,1001,534.201497
-21.835119,1001,539.272014
-60.849225,1001,544.300505
-25.027317,1001,549.396703
-41.444756,1001,554.331159
-65.398355,1001,559.401908
-50.719694,1001,564.334298
-32.927921,1001,569.426481
-26.442386,1001,574.300681
-57.812791,1001,579.359242
-44.95624,1001,584.299116
-40.415374,1001,589.243929
-42.815121,1001,594.244709
-58.075559,1001,599.21955
-34.174898,1001,604.201785
-50.27352,1001,609.189818
-25.776066,1001,614.248756
-61.504822,1001,619.284764
-38.242531,1001,624.347757
-41.274881,1001,629.349044
-43.581346,1001,634.395528
-78.975244,1001,639.36981
-51.853675,1001,644.406569
-42.467456,1001,649.424954
-27.557748,1001,654.488272
-51.2864,1001,659.40146
-35.813679,1001,664.415396
-2.766389,101,664.874936
-25.723773,1001,669.853448
-46.098027,1001,674.813789
-44.100483,1001,679.850028
-41.387377,1001,684.9159
-42.777154,1001,689.964496
-28.356297,1001,695.578264
